country,categoria_expectativa_vida,gdp_per_capita_current_us$,government_integrity,energy_use_kg_of_oil_equivalent_per_capita,life_expectancy_at_birth_total_years,agriculture_value_added_of_gdp,services_value_added_of_gdp,infant_mortality_rate_per_1_000_live_births,tiene_dato_gini,ratio_servicios_agri
Brunei Darussalam,Mortalidad_Media,30988.1190497851,45.4,8304.04242825767,74.992,1.01764171800144,37.3375696213878,8.6,0.0,36.69028987403891
Brunei Darussalam,Mortalidad_Media,28024.3824618568,40.9,8385.25858976533,74.943,1.08645099266659,40.8510761072973,8.6,0.0,37.60047750247091
Brunei Darussalam,Mortalidad_Media,26663.2973199878,60.0,7008.28171997556,74.905,1.20365490995634,42.9760418199701,8.6,0.0,35.70462053906211
Brunei Darussalam,Mortalidad_Media,30625.128732694,60.0,6437.00247398227,74.88,1.10321244189323,39.4304337887703,8.5,0.0,35.74146944998506
Brunei Darussalam,Mortalidad_Media,41026.508391054,53.3,8529.79303823974,74.862,0.862827519932119,32.836035494683,8.5,0.0,38.05631454275624
Bulgaria,Mortalidad_Media,13999.6719197289,45.6,2968.11355893649,74.1609756097561,3.71123769024208,59.8952371314871,5.1,1.0,16.138884687706486
Bulgaria,Mortalidad_Media,12972.2173356002,46.8,2918.1382827493,71.2121951219512,4.32692115525078,62.44606755753,5.2,1.0,14.431986467271496
Bulgaria,Mortalidad_Media,10769.9475699414,44.2,2664.55152991688,73.3560975609756,3.43289246015636,61.5511601427958,5.4,1.0,17.929824734443415
Bulgaria,Mortalidad_Media,10372.8044341114,35.1,2771.10254436126,75.1121951219512,3.19616480472546,61.5674944831384,5.5,1.0,19.262928617483116
Bulgaria,Mortalidad_Media,9872.38507789106,38.2,2764.47088334037,74.9634146341464,3.39668320173059,61.0385392808893,5.8,1.0,17.970041848409803
Bulgaria,Mortalidad_Media,8696.68930427924,41.8,2732.29265351916,74.8146341463415,4.04317689807308,57.9586661145076,6.1,1.0,14.334932053586344
Bulgaria,Mortalidad_Media,7822.49923292968,43.0,2606.77682883142,74.8121951219512,4.0548985296075,57.5930646010408,6.4,1.0,14.203330658095558
Bulgaria,Mortalidad_Media,7268.65445473873,41.0,2637.66768452202,74.6146341463415,4.06197577427238,58.2751717161103,6.8,1.0,14.34650892927817
Bulgaria,Mortalidad_Media,8069.60005667684,35.2,2500.00073866402,74.4658536585366,4.55871704995626,58.7280722436486,7.3,1.0,12.882587710551608
Bulgaria,Mortalidad_Media,7795.98092108928,33.0,2353.45772576798,74.8609756097561,4.51541694501881,58.1902311834487,7.8,1.0,12.887011740442121
Bulgaria,Mortalidad_Media,7431.95789508871,36.0,2493.2350032221,74.3146341463415,4.43014002376589,57.1818718497871,8.3,1.0,12.907463769323257
Bulgaria,Mortalidad_Media,7849.58061302818,38.0,2592.51617710519,74.1634146341463,4.66136906796064,57.5905061435305,8.7,1.0,12.354847965026394
Bulgaria,Mortalidad_Media,6853.94805511171,36.0,2393.89142256038,73.5121951219512,4.03250076157469,59.500569647052,9.1,1.0,14.755253170446283
Bulgaria,Mortalidad_Media,6988.27316296465,41.0,2337.23945196707,73.4121951219512,4.23578565966123,56.0934493454046,9.3,1.0,13.242749716918123
Bulgaria,Mortalidad_Media,7271.30338858025,40.0,2647.46208110447,72.9634146341463,5.86962692201849,53.2162517660805,9.6,1.0,9.066377211548584
Bulgaria,Mortalidad_Media,5888.57081403932,40.0,2665.00511750437,72.6634146341463,4.65178489194212,53.9231720397525,9.9,1.0,11.591931547212962
Bulgaria,Mortalidad_Media,4523.1465578805,41.0,2696.78264240444,72.6121951219512,6.09628492053004,52.9401118883602,10.4,1.0,8.683995675805345
Bulgaria,Mortalidad_Media,3899.82596332878,39.0,2599.1917342682,72.5609756097561,7.28368572889434,53.5290714639992,11.0,0.0,7.3491736816224345
Bulgaria,Mortalidad_Media,3389.68743360274,40.0,2439.63673677668,72.5634146341463,8.45218537659142,54.0545337686821,11.8,0.0,6.39533225553568
Bulgaria,Mortalidad_Media,2719.49436859287,39.0,2489.50818804189,72.0658536585366,9.09562775017386,53.852620036115,12.5,1.0,5.920715041915125
Bulgaria,Mortalidad_Media,2092.98288625558,35.0,2410.06924541046,71.8658536585366,9.71056962763958,55.2606420812152,13.2,0.0,5.690772446955598
Bulgaria,Mortalidad_Media,1770.90704918691,33.0,2419.77111113907,71.7682926829268,10.6032532421664,53.4910733280046,13.8,1.0,5.044779381037928
Bulgaria,Mortalidad_Media,1621.26210738992,29.0,2276.85216577279,71.6634146341463,10.970482362947,54.0162589138158,14.3,0.0,4.923781573748906
Bulgaria,Mortalidad_Media,2259.25922555221,30.0,2745.16022347993,71.0534146341463,9.2183209386075,65.2782796899215,15.5,1.0,7.081363311677268
Burkina Faso,Mortalidad_Alta,836.118304593682,41.4,312.929085804227,60.7,18.4967125792015,42.6709143664748,46.1,0.0,2.3069458523378805
Burkina Faso,Mortalidad_Alta,895.535288442991,34.5,303.171853475007,60.046,17.2902157538449,45.3590661191773,47.3,1.0,2.623395032481917
Burkina Faso,Mortalidad_Alta,825.237038782475,34.1,263.88298802906,60.454,17.9151635677562,44.9534162457844,48.7,0.0,2.509238393262107
Burkina Faso,Mortalidad_Alta,764.853077774946,36.6,302.330693379864,60.184,18.2205245524421,45.3162521473929,50.2,0.0,2.487099206006073
Burkina Faso,Mortalidad_Alta,777.465618514048,31.8,299.913437292717,59.972,20.9974732840091,43.5508126426667,51.6,1.0,2.074097776127825
Burkina Faso,Mortalidad_Alta,709.091535894695,31.7,285.313799439353,59.578,20.5863197033828,43.9574724350802,53.1,0.0,2.135275904991264
Burkina Faso,Mortalidad_Alta,663.742364842886,38.0,271.615575346763,59.173,21.7147178290213,43.8058266776224,54.7,0.0,2.0173334520182786
Burkina Faso,Mortalidad_Alta,630.124750752312,38.0,279.219982120516,58.778,22.6464984902029,44.0578267356519,56.3,0.0,1.9454586657055064
Burkina Faso,Mortalidad_Alta,764.861675106225,31.3,264.949904576004,58.331,23.6937727725999,42.4959291277041,58.0,1.0,1.7935484372015043
Burkina Faso,Mortalidad_Alta,759.762065168498,30.0,258.229706435665,57.903,23.6410927919708,41.5589270375237,59.8,0.0,1.7579105755905802
Burkina Faso,Mortalidad_Alta,731.470138867833,31.0,249.069045065321,57.457,23.7560050181575,40.3188210511278,61.6,0.0,1.6972054442786484
Burkina Faso,Mortalidad_Alta,725.024767725475,36.0,235.67491386243,57.001,23.043650452489,40.5626068793802,63.5,0.0,1.760250918708018
Burkina Faso,Mortalidad_Alta,624.957252224766,35.0,227.93902505697,56.343,24.1433866229434,42.120724852489,65.7,0.0,1.7446071468889033
Burkina Faso,Mortalidad_Alta,601.569520671859,29.0,171.44988829824,55.791,23.2048471286094,45.889730891061,68.2,1.0,1.977592467501467
Burkina Faso,Mortalidad_Alta,619.437533256264,32.0,168.80031087063,55.199,27.314280245881,45.0673520982897,71.0,0.0,1.6499556895732543
Burkina Faso,Mortalidad_Alta,514.684451177238,34.0,167.380496993818,54.377,21.8394874058463,48.1789341308636,73.9,0.0,2.2060469293783145
Burkina Faso,Mortalidad_Alta,455.513655620024,30.0,160.051947053493,53.784,25.2289761645165,47.138528226651,77.1,0.0,1.868428108983248
Burkina Faso,Mortalidad_Alta,441.164148016012,30.0,152.454065294215,53.271,26.7709190270281,44.5494891325644,80.3,0.0,1.6641001038323315
Burkina Faso,Mortalidad_Alta,403.81283743461,30.0,149.202025520624,52.6,23.3814384513092,46.4776363991653,83.2,0.0,1.987800557949114
Burkina Faso,Mortalidad_Alta,362.373899996953,30.0,145.412202886927,51.959,25.9609768246545,44.9144762732164,85.9,1.0,1.7300765135525342
Burkina Faso,Mortalidad_Alta,285.654087637533,30.0,140.366660183959,51.447,26.3724484751209,46.5996342910245,88.3,0.0,1.766981717112289
Burkina Faso,Mortalidad_Alta,259.485223380436,10.0,138.808404306933,51.188,26.9204304323679,46.3932165940742,90.5,0.0,1.723346018208279
Burkina Faso,Mortalidad_Alta,248.908526921752,10.0,122.87633161526,50.808,24.9140364618327,47.7431323544295,92.4,0.0,1.9163146215816955
Burkina Faso,Mortalidad_Alta,229.092294496817,30.4,173.276562601483,49.554,33.2172170930601,39.532823713261,100.6,0.0,1.1901305158257942
Burundi,Mortalidad_Alta,250.634225368744,12.2,316.9873147035438,62.882,27.566714644381,45.3736001011007,32.4,0.0,1.6459560265499147
Burundi,Mortalidad_Alta,214.091455416133,27.0,330.3446665042302,62.101,28.6602199997861,44.8054600004096,33.4,0.0,1.5633327308982274
Burundi,Mortalidad_Alta,210.008139902508,22.3,330.3446665042302,62.569,28.6249499997947,45.4797099998811,34.5,1.0,1.588813604921835
Burundi,Mortalidad_Alta,210.236494521532,26.2,330.3446665042302,62.18,28.8443899996176,47.8275400006599,35.6,0.0,1.6581227753921635
Burundi,Mortalidad_Alta,224.89939239264,26.2,333.00868654393446,61.806,29.0119004854571,49.1149832347859,37.0,0.0,1.6929254000235505
Burundi,Mortalidad_Alta,236.694472592753,24.6,340.47330537036396,61.345,28.5466470060171,49.3337056167763,38.4,0.0,1.7281786406080433
Burundi,Mortalidad_Alta,235.286205393908,20.0,333.0086865439344,60.789,31.5443361286606,47.6730845453259,40.0,0.0,1.511304100707037
Burundi,Mortalidad_Alta,280.966831311923,21.0,313.93302229156427,60.107,30.6846972994222,49.3716359599916,41.8,0.0,1.6089986314097118
Burundi,Mortalidad_Alta,250.540481111877,15.9,331.3635829712728,59.764,34.9581923436541,39.1278229696112,44.0,0.0,1.1192747778537242
Burundi,Mortalidad_Alta,234.843045388828,19.0,333.00868654393446,59.179,38.3674000405511,36.0237756562607,46.3,1.0,0.9389162575047206
Burundi,Mortalidad_Alta,231.688496393569,18.0,333.00868654393446,58.501,35.4200325741609,38.8495890200953,49.0,0.0,1.0968253329172906
Burundi,Mortalidad_Alta,230.070577369084,18.0,338.7438788210312,57.804,36.7045760044036,37.9941508064808,51.9,0.0,1.035133897253642
Burundi,Mortalidad_Alta,216.727705301976,19.0,338.7438788210312,57.088,38.4305452876335,36.9511248689049,55.0,0.0,0.9615040482081147
Burundi,Mortalidad_Alta,199.097633037708,25.0,339.5749169757538,56.422,36.7213641376786,37.8394521765596,58.3,0.0,1.030447889536156
Burundi,Mortalidad_Alta,189.502074570768,24.0,337.97076330992763,55.581,38.0048233017065,38.3214407743236,61.8,0.0,1.0083309813100192
Burundi,Mortalidad_Alta,166.162744906755,23.0,345.99305014814865,54.832,34.9341719197591,39.9188675811784,65.6,0.0,1.1426882444177788
Burundi,Mortalidad_Alta,161.892755640319,30.0,354.4125064240517,53.962,40.6376822658218,35.7022673486526,69.5,1.0,0.8785507774561218
Burundi,Mortalidad_Alta,147.234619294225,24.6,361.2549966325384,53.053,40.8481233922949,34.0146526694939,73.4,0.0,0.8327102898418588
Burundi,Mortalidad_Alta,125.194965184533,27.4,366.54835091616076,52.217,41.9026049689034,33.9799370317603,77.1,0.0,0.8109266012692377
Burundi,Mortalidad_Alta,111.406682804391,31.8,366.5483509161608,50.997,42.8412837005394,33.826561596154,80.4,0.0,0.7895786184326709
Burundi,Mortalidad_Alta,120.952308575468,26.8,366.54835091616076,49.924,43.3336112421252,35.5059476836453,83.3,0.0,0.8193627686660345
Burundi,Mortalidad_Alta,132.159554541932,27.4,366.54835091616076,48.509,43.8431420582797,34.998612766489,86.1,0.0,0.7982688083797949
Burundi,Mortalidad_Alta,134.537861752389,10.0,366.1741345397328,47.617,44.1070401093686,32.1289977027999,88.6,0.0,0.7284324140348631
Burundi,Mortalidad_Alta,164.915311679326,21.0,268.44810148841503,44.589,42.0226931283613,28.4609699957859,96.3,0.0,0.6772762019047625
Cabo Verde,Mortalidad_Baja,4323.31362032709,60.9,1115.1078376195433,75.907,4.95404868851136,69.0054495299915,11.5,0.0,13.929102007014572
Cabo Verde,Mortalidad_Media,3971.44409203423,48.7,747.3693748524167,74.424,5.97147405923183,68.5396766166644,12.0,0.0,11.477848842146914
Cabo Verde,Mortalidad_Media,3539.22661248299,46.1,1323.5654831349398,73.818,6.19132745485182,65.9834164849906,12.5,0.0,10.657394067128989
Cabo Verde,Mortalidad_Baja,4380.78117331128,43.7,850.7786551206276,75.449,4.437360866953,69.8257387373996,13.2,0.0,15.735871124979475
Cabo Verde,Mortalidad_Media,4294.96510035729,42.8,1155.3881464704034,74.84,4.52276867410321,67.4290612920901,14.0,0.0,14.908801698875338
Cabo Verde,Mortalidad_Media,3893.09571382506,41.8,1184.9440202314327,74.71,5.37533502619645,69.6071007918803,15.0,0.0,12.949351147910459
Cabo Verde,Mortalidad_Media,3608.96605234906,57.0,1588.3432197957682,74.35,6.31352277353712,69.284837494372,16.2,0.0,10.974037788344827
Cabo Verde,Mortalidad_Media,3415.06266730931,58.0,1237.1131692881286,74.096,6.4082863760272,67.1524928863825,17.6,1.0,10.479009355386129
Cabo Verde,Mortalidad_Media,3985.60706548134,54.9,827.6223492208995,73.788,5.73506923863287,67.549886141101,19.0,0.0,11.77839069249033
Cabo Verde,Mortalidad_Media,3960.97596791345,55.0,839.0980142079463,73.481,5.82359125603063,68.0412785531692,20.5,0.0,11.683731835181417
Cabo Verde,Mortalidad_Media,3736.81517011087,51.0,924.7568830601433,73.315,5.79088758494564,68.6678487003577,21.8,0.0,11.85791429950583
Cabo Verde,Mortalidad_Media,4002.01386888785,51.0,1049.2246574805763,72.913,5.39925327001121,67.2515707697687,22.9,0.0,12.455717005034861
Cabo Verde,Mortalidad_Media,3579.46006137809,51.0,1627.2510713174727,72.507,5.82909277007133,67.4390099531524,23.8,0.0,11.569383541021795
Cabo Verde,Mortalidad_Media,3659.72046361628,49.0,913.8318905533376,72.142,6.02632246585572,66.710352533179,24.3,0.0,11.069827894399994
Cabo Verde,Mortalidad_Media,3908.64885822576,40.0,1184.9440202314327,71.888,5.31578241870627,66.4825423782969,24.4,0.0,12.506633481525586
Cabo Verde,Mortalidad_Media,3324.57675212498,30.0,207.581773111107,71.487,6.09468707137093,67.317461028727,24.3,1.0,11.045269468377267
Cabo Verde,Mortalidad_Media,2256.99666191075,30.0,207.854452975987,71.341,8.3187121345924,72.5890097387261,24.1,0.0,8.725991303013494
Cabo Verde,Mortalidad_Media,2004.14680417563,30.0,204.075322346248,70.936,9.00118732269349,71.7877348277842,23.9,0.0,7.975362833167064
Cabo Verde,Mortalidad_Media,1929.49081468781,30.0,185.660345870622,70.499,9.86346771915503,71.9184489648669,23.9,0.0,7.291395988978601
Cabo Verde,Mortalidad_Media,1717.97565369655,30.0,597.8648810638708,70.006,10.1436982527383,71.3303054474098,24.3,0.0,7.031982189351317
Cabo Verde,Mortalidad_Media,1328.57874270666,30.0,535.1789093809105,69.447,10.3514712488974,70.5950151487304,25.3,0.0,6.819804977601605
Cabo Verde,Mortalidad_Media,1223.33055331575,30.0,450.6698273807098,68.707,11.4157660193474,69.4201626044445,27.0,1.0,6.081077913369235
Cabo Verde,Mortalidad_Media,1189.51479345891,30.0,593.3888404221028,68.117,12.8717827032774,65.3810265158254,29.4,0.0,5.079407260284012
Cabo Verde,Mortalidad_Alta,1165.13832331934,22.619999999999997,828.9180472536998,63.691,13.6805684818152,58.0253019765964,41.8,0.0,4.241439385631242
Cambodia,Mortalidad_Media,2325.03050040841,12.3,501.644136152087,70.528,16.5440859884826,36.3854761335718,21.1,0.0,2.1993040992957886
Cambodia,Mortalidad_Media,2167.40324198499,17.0,501.330977178892,69.301,16.9044143710096,36.4869248742341,21.9,0.0,2.158425845074392
Cambodia,Mortalidad_Media,2081.73914242939,14.8,516.116717657277,70.059,17.0396522911435,39.1436352494164,22.6,0.0,2.2972085686139043
Cambodia,Mortalidad_Media,2225.87705485686,16.7,489.36782496618,70.127,15.4385065177157,39.1377249484506,23.5,0.0,2.535071958128853
Cambodia,Mortalidad_Media,2036.67377566578,17.7,440.94962587052,69.993,16.4979479082228,40.2202510794724,24.4,0.0,2.4378941734581474
Cambodia,Mortalidad_Media,1826.35391688754,12.8,418.953616262105,69.842,17.8681771583586,41.4183127540152,25.4,0.0,2.3179931778681757
Cambodia,Mortalidad_Media,1675.19555711109,21.0,412.747652430932,69.635,18.9079815555917,41.7636314521345,26.5,0.0,2.208783170712563
Cambodia,Mortalidad_Media,1547.32010444393,20.0,379.745573981888,69.398,20.1408488554582,42.2063048789912,27.7,0.0,2.095557400876539
Cambodia,Mortalidad_Media,1431.56396469993,18.7,359.949524640373,69.117,22.1938152404445,41.6886643787156,29.1,0.0,1.8783910709838212
Cambodia,Mortalidad_Media,1305.6600972686,21.0,337.778887518004,68.755,24.447155140413,40.4061547515332,30.8,0.0,1.6527957760098952
Cambodia,Mortalidad_Media,1192.80263041673,21.0,334.025964498856,68.371,26.7953499375283,39.4003358287519,32.8,0.0,1.4704169163907672
Cambodia,Mortalidad_Media,1088.98152823081,20.0,325.063800981871,67.869,28.0358544598065,39.0826288683331,35.1,0.0,1.3940231043916913
Cambodia,Mortalidad_Media,952.274616324008,18.0,323.255970747488,67.311,27.8742916555508,39.7207719064236,37.7,0.0,1.424996638381436
Cambodia,Mortalidad_Alta,875.748936193569,20.0,311.4624062289,66.747,28.0893239418879,39.7876010219043,40.6,0.0,1.416467021570835
Cambodia,Mortalidad_Alta,866.283999789749,21.0,296.389616055637,66.147,28.0340869915092,39.4864614805622,43.8,0.0,1.4085160502113598
Cambodia,Mortalidad_Alta,731.692295125426,23.0,298.213771742013,65.549,25.4656283422573,39.1671077567889,47.1,0.0,1.538038144214787
Cambodia,Mortalidad_Alta,612.252648550727,10.0,289.726360027538,64.886,26.2857429362019,39.1127580064829,50.5,0.0,1.4879837370932767
Cambodia,Mortalidad_Alta,525.797325120926,30.0,286.390391082312,64.113,27.4457888917427,39.3541365970232,54.5,0.0,1.4338861510686336
Cambodia,Mortalidad_Alta,444.199067529081,30.0,279.272336910563,63.256,26.6286627547039,39.4440355684958,59.3,0.0,1.4812623499664133
Cambodia,Mortalidad_Alta,386.691123931778,30.0,275.5985706572,62.345,29.4743795697528,38.7302502795091,65.0,0.0,1.3140310617175759
Cambodia,Mortalidad_Alta,350.147276634294,30.0,272.095279032918,61.395,29.6110046760937,38.9991210756479,71.8,0.0,1.317048222518895
Cambodia,Mortalidad_Alta,327.500984314444,30.0,276.164207089023,60.457,32.9653772534886,38.0576690261835,79.4,0.0,1.1544739419645502
Cambodia,Mortalidad_Alta,296.426687526334,30.0,273.111060087066,59.491,35.5277357364566,36.7145633549895,86.7,0.0,1.03340566444585
Cambodia,Mortalidad_Alta,343.485224671585,18.0,282.350097776989,56.562,47.7245602129901,34.1915817554512,94.8,0.0,0.7164357639516735
Cameroon,Mortalidad_Alta,1604.87726954895,19.9,384.104863153688,62.443,16.5461644132745,49.4045983659894,42.5,0.0,2.9858641031243196
Cameroon,Mortalidad_Alta,1672.32657340872,21.0,385.081685358061,61.146,16.9592035415957,50.9412872338294,43.8,1.0,3.003754693366709
Cameroon,Mortalidad_Alta,1555.60370660749,20.8,386.883842275205,61.674,17.4968650540914,51.7619207732303,45.3,0.0,2.958354003029045
Cameroon,Mortalidad_Alta,1555.22660476477,25.5,387.419411707774,61.695,16.8022835644401,51.0268734763051,46.8,0.0,3.0369011021988106
Cameroon,Mortalidad_Alta,1610.69641591017,23.4,392.392157002433,61.189,16.4988006978593,50.4464488185533,48.1,0.0,3.057582774795181
Cameroon,Mortalidad_Alta,1496.08951771242,17.4,392.776292653391,60.817,16.6929418227731,50.3626877993823,49.7,0.0,3.0170049314301055
Cameroon,Mortalidad_Alta,1441.7201725688,27.0,400.082970120892,60.293,17.1926623891151,50.4664605241712,51.6,0.0,2.935348777401816
Cameroon,Mortalidad_Alta,1415.00009710569,25.0,402.983607731397,59.687,17.2094159041593,49.5603216890022,53.2,0.0,2.879837524120972
Cameroon,Mortalidad_Alta,1649.4433905949,21.9,395.092656580176,59.13,16.8258381780095,50.4278201457651,55.4,1.0,2.9970465430763293
Cameroon,Mortalidad_Alta,1575.92882118897,25.0,375.371615915553,58.73,16.7236611922507,50.3174153036428,57.4,0.0,3.008755961102498
Cameroon,Mortalidad_Alta,1449.09874362279,22.0,368.67461829541,58.17,16.6572401682217,50.7616920668838,59.8,0.0,3.047425116900565
Cameroon,Mortalidad_Alta,1513.96056994878,22.0,363.1696926603,57.482,16.6973907363193,51.7703818821919,62.0,0.0,3.100507300795426
Cameroon,Mortalidad_Alta,1398.58702025047,23.0,356.141255871575,56.965,17.2697108767217,50.6327279323192,63.9,0.0,2.9318804636485485
Cameroon,Mortalidad_Alta,1461.38999232337,24.0,363.548840943917,56.486,16.3871903453991,50.6233092722091,66.3,0.0,3.089200052309284
Cameroon,Mortalidad_Alta,1492.14269801453,23.0,345.872865150161,56.116,16.0011918854665,49.5994999231808,67.9,0.0,3.0997378369189383
Cameroon,Mortalidad_Alta,1325.67248215933,22.0,352.800578879997,55.71,15.8575319059376,49.1015543996337,69.7,1.0,3.0964184521834954
Cameroon,Mortalidad_Alta,1191.45458990968,21.0,385.035153073309,55.301,15.6250817945247,47.9296207330584,71.3,0.0,3.0674796691210777
Cameroon,Mortalidad_Alta,1142.62466252106,18.0,428.539594062507,54.904,16.734176851979,48.1626860371302,73.3,0.0,2.878103085867318
Cameroon,Mortalidad_Alta,1133.39326749673,22.0,437.082365532497,54.578,17.5609527218813,48.1104019430089,74.9,0.0,2.739623681297335
Cameroon,Mortalidad_Alta,988.241276791846,20.0,435.147080636702,54.253,17.473784234889,45.9000169949749,76.9,0.0,2.6267931650047913
Cameroon,Mortalidad_Alta,789.623811072554,20.0,429.502648089236,53.922,18.2716803952334,45.9507243180747,78.8,0.0,2.514860337096419
Cameroon,Mortalidad_Alta,715.470296470585,15.0,419.668248263033,53.598,18.6209582669445,46.4356337030915,80.9,1.0,2.493729540521176
Cameroon,Mortalidad_Alta,708.565731625965,14.0,425.839473286279,53.338,18.1177424642566,45.0294526824351,82.8,0.0,2.485378781118618
Cameroon,Mortalidad_Alta,832.006674487689,10.0,424.113046017593,53.347,19.1448537215648,45.9120544140405,85.8,0.0,2.398140778810186
Canada,Mortalidad_Baja,56256.8007264015,86.7,7632.30056151996,81.2453658536585,0.6179129549130922,75.17817452336128,4.5,0.0,925.006091433596
Canada,Mortalidad_Baja,52886.6616372703,87.9,7601.81611143617,81.5168292682927,1.59798786504057,66.3883076597889,4.5,0.0,41.544938551897836
Canada,Mortalidad_Baja,43537.839298904,90.3,7485.62249555932,81.5351219512195,1.83978931118122,69.5597799800588,4.5,1.0,37.80855751107641
Canada,Mortalidad_Baja,46352.8693445211,84.6,8116.53873744093,82.1636585365854,1.69707935336103,67.6711634824727,4.5,1.0,39.87507322415501
Canada,Mortalidad_Baja,46539.1761570405,78.3,8158.32963620489,81.8087804878049,1.69989157622406,66.8658461527451,4.5,1.0,39.33535943584888
Canada,Mortalidad_Baja,45129.628116623,81.6,8166.27117203823,81.8129268292683,1.88999463244888,67.1166720622468,4.6,1.0,35.51156755153492
Canada,Mortalidad_Baja,42314.0615817218,81.0,7936.49539040876,81.94,1.86222589313529,67.9588532993538,4.6,1.0,36.493345705196155
Canada,Mortalidad_Baja,43594.1941045394,81.0,7681.96398709014,81.8258536585366,1.86983594598587,67.0009977683349,4.7,1.0,35.83255414046961
Canada,Mortalidad_Baja,50960.8431174661,87.7,7772.23483485271,81.7843902439025,1.58654807741954,64.9019974464847,4.7,1.0,40.907677725118376
Canada,Mortalidad_Baja,52638.1187235237,87.0,7661.95220796422,81.7448780487805,1.89423151227836,65.1674412760895,4.8,1.0,34.40310271140345
Canada,Mortalidad_Baja,52670.3447335415,89.0,7631.18783849186,81.6636585365854,1.81134574390941,65.1632411251064,4.8,1.0,35.975043055261885
Canada,Mortalidad_Baja,52223.8588398531,87.0,7710.27068501778,81.4826829268293,1.76566446625627,64.7982061516417,4.9,1.0,36.699048652790204
Canada,Mortalidad_Baja,47560.6666009406,87.0,7654.64112729243,81.3221951219512,1.49323608111661,65.7334191252823,5.0,1.0,44.02078141329685
Canada,Mortalidad_Baja,40874.8831932903,87.0,7690.4463879463,81.0660975609756,1.5498932753953,66.8690424823749,5.0,1.0,43.144288412581155
Canada,Mortalidad_Baja,46710.2526864484,85.0,8091.82989514456,80.7246341463415,1.76827354801333,62.7344542075025,5.1,1.0,35.47779939251208
Canada,Mortalidad_Baja,44660.0838892281,84.0,8350.59173184808,80.5436585365854,1.58716073171659,63.0964212821521,5.1,1.0,39.754273162939405
Canada,Mortalidad_Baja,40504.0370977806,85.0,8422.73319617476,80.5436585365854,1.70101845949482,62.7231931063883,5.2,1.0,36.873905016301975
Canada,Mortalidad_Baja,36383.6600068095,87.0,8365.3924224549,80.1126829268293,1.88031145780062,62.0334657453398,5.2,1.0,32.991058735503145
Canada,Mortalidad_Baja,32145.5412620217,90.0,8365.39046002705,79.9921951219512,2.16781311109181,62.4043589843411,5.3,1.0,28.786779941980978
Canada,Mortalidad_Baja,28301.8645937428,89.0,8298.27338994069,79.7151219512195,2.05309139249344,62.9236129817923,5.3,1.0,30.648227941461865
Canada,Mortalidad_Baja,24256.0192337185,92.0,7938.10751436397,79.5307317073171,1.98762322116267,63.0157654393488,5.3,1.0,31.704079912332386
Canada,Mortalidad_Baja,23822.096210932,92.0,8013.15675299588,79.3980487804878,2.11789067175753,62.541468806109,5.3,1.0,29.53007425742567
Canada,Mortalidad_Baja,24271.0020563821,92.0,8220.75720503648,79.1668292682927,2.09165300710719,61.3006673218433,5.3,1.0,29.307283336935367
Canada,Mortalidad_Baja,20679.634792669,90.0,7990.99772325978,77.9773170731707,2.212950313796282,66.65167330650984,5.8,1.0,31.55208945948442
Central African Republic,Mortalidad_Alta,467.359825026238,18.3,361.8094678919936,18.818,36.2171100024119,42.4276300000596,189.1,0.0,1.1714802754066822
Central African Republic,Mortalidad_Alta,492.263142830507,22.0,234.4259695300394,40.279,35.7553299980455,42.4647199982968,93.6,1.0,1.1876472682707182
Central African Republic,Mortalidad_Alta,462.879071294011,24.3,267.7758451981132,50.596,29.4959372264099,39.0027421513241,74.5,0.0,1.3223089624832145
Central African Republic,Mortalidad_Alta,449.228467602439,23.2,282.40539669762825,31.53,28.3418324649438,40.1295759610892,124.3,0.0,1.4159132445202949
Central African Republic,Mortalidad_Alta,455.243962859534,24.6,323.75784850626144,52.297,31.2413315121572,43.0085884398546,74.0,0.0,1.376656703095971
Central African Republic,Mortalidad_Alta,432.324025684263,28.7,359.67568260744025,45.231,32.7901712257048,42.9438787890876,87.4,0.0,1.3096570461157921
Central African Republic,Mortalidad_Alta,387.176203444318,24.0,326.1605475148268,50.999,31.9189914897237,42.7610872146136,77.0,0.0,1.3396753850565895
Central African Republic,Mortalidad_Alta,366.322853938121,25.0,322.1795279773552,51.934,31.5273810283745,43.231643579841,72.4,0.0,1.3712411932006885
Central African Republic,Mortalidad_Alta,409.8504859647,20.6,286.03173850957,40.265,33.9856217226143,42.740209795442,100.2,0.0,1.2575968197457552
Central African Republic,Mortalidad_Alta,364.36696260838,22.0,320.842644220619,49.487,32.2589062460725,40.8557991891824,81.0,0.0,1.2664967273698737
Central African Republic,Mortalidad_Alta,544.395849142785,21.0,217.6951810983554,51.336,36.8141664735428,30.8711017267223,76.5,0.0,0.8385658208208627
Central African Republic,Mortalidad_Alta,534.057281471636,20.0,157.44068347508463,50.107,37.5690227836114,28.5700359301451,78.1,0.0,0.7604679018323602
Central African Republic,Mortalidad_Alta,476.873786950728,20.0,145.82819501682164,46.871,37.3635795959409,29.3293728575983,88.1,0.0,0.7849722423486583
Central African Republic,Mortalidad_Alta,456.471673898404,20.0,361.9601036535978,14.665,38.3338681608926,29.3114300877529,234.9,0.0,0.7646353340792204
Central African Republic,Mortalidad_Alta,437.24827472489,24.0,349.2280126379844,49.873,21.178839037595573,46.309761232977344,83.6,1.0,2.89969116519418
