country,categoria_expectativa_vida,gdp_per_capita_current_us$,government_integrity,energy_use_kg_of_oil_equivalent_per_capita,life_expectancy_at_birth_total_years,agriculture_value_added_of_gdp,services_value_added_of_gdp,infant_mortality_rate_per_1_000_live_births,tiene_dato_gini,ratio_servicios_agri,government_integrity^2,government_integrity energy_use_kg_of_oil_equivalent_per_capita,government_integrity life_expectancy_at_birth_total_years,government_integrity agriculture_value_added_of_gdp,government_integrity services_value_added_of_gdp,government_integrity infant_mortality_rate_per_1_000_live_births,energy_use_kg_of_oil_equivalent_per_capita^2,energy_use_kg_of_oil_equivalent_per_capita life_expectancy_at_birth_total_years,energy_use_kg_of_oil_equivalent_per_capita agriculture_value_added_of_gdp,energy_use_kg_of_oil_equivalent_per_capita services_value_added_of_gdp,energy_use_kg_of_oil_equivalent_per_capita infant_mortality_rate_per_1_000_live_births,life_expectancy_at_birth_total_years^2,life_expectancy_at_birth_total_years agriculture_value_added_of_gdp,life_expectancy_at_birth_total_years services_value_added_of_gdp,life_expectancy_at_birth_total_years infant_mortality_rate_per_1_000_live_births,agriculture_value_added_of_gdp^2,agriculture_value_added_of_gdp services_value_added_of_gdp,agriculture_value_added_of_gdp infant_mortality_rate_per_1_000_live_births,services_value_added_of_gdp^2,services_value_added_of_gdp infant_mortality_rate_per_1_000_live_births,infant_mortality_rate_per_1_000_live_births^2,ratio_auto_government_integrity_div_energy_use_kg_of_oil_equivalent_per_capita,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_government_integrity,ratio_auto_government_integrity_div_life_expectancy_at_birth_total_years,ratio_auto_life_expectancy_at_birth_total_years_div_government_integrity,ratio_auto_government_integrity_div_agriculture_value_added_of_gdp,ratio_auto_agriculture_value_added_of_gdp_div_government_integrity,ratio_auto_government_integrity_div_services_value_added_of_gdp,ratio_auto_services_value_added_of_gdp_div_government_integrity,ratio_auto_government_integrity_div_infant_mortality_rate_per_1_000_live_births,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_government_integrity,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_life_expectancy_at_birth_total_years,ratio_auto_life_expectancy_at_birth_total_years_div_energy_use_kg_of_oil_equivalent_per_capita,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_agriculture_value_added_of_gdp,ratio_auto_agriculture_value_added_of_gdp_div_energy_use_kg_of_oil_equivalent_per_capita,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_services_value_added_of_gdp,ratio_auto_services_value_added_of_gdp_div_energy_use_kg_of_oil_equivalent_per_capita,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_infant_mortality_rate_per_1_000_live_births,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_energy_use_kg_of_oil_equivalent_per_capita,ratio_auto_life_expectancy_at_birth_total_years_div_agriculture_value_added_of_gdp,ratio_auto_agriculture_value_added_of_gdp_div_life_expectancy_at_birth_total_years,ratio_auto_life_expectancy_at_birth_total_years_div_services_value_added_of_gdp,ratio_auto_services_value_added_of_gdp_div_life_expectancy_at_birth_total_years,ratio_auto_life_expectancy_at_birth_total_years_div_infant_mortality_rate_per_1_000_live_births,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_life_expectancy_at_birth_total_years,ratio_auto_agriculture_value_added_of_gdp_div_services_value_added_of_gdp,ratio_auto_services_value_added_of_gdp_div_agriculture_value_added_of_gdp,ratio_auto_agriculture_value_added_of_gdp_div_infant_mortality_rate_per_1_000_live_births,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_agriculture_value_added_of_gdp,ratio_auto_services_value_added_of_gdp_div_infant_mortality_rate_per_1_000_live_births,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_services_value_added_of_gdp,bin_auto_government_integrity,bin_auto_energy_use_kg_of_oil_equivalent_per_capita,bin_auto_life_expectancy_at_birth_total_years,bin_auto_agriculture_value_added_of_gdp,bin_auto_services_value_added_of_gdp,bin_auto_infant_mortality_rate_per_1_000_live_births
Belarus,Mortalidad_Media,1370.69991385664,10.0,2431.09978098082,68.4609756097561,15.766496709307,41.1505481742626,12.4,1.0,2.6099994775612605,100.0,24310.9978098082,684.6097560975611,157.66496709307,411.50548174262605,124.0,5910246.145084991,166435.46281061132,38329.92669683107,100041.0886536905,30145.63728416217,4686.90518143962,1079.3897466671665,2817.206674886286,848.9160975609757,248.5824184845885,648.7999823756905,195.5045591954068,1693.3676150423073,510.2667973608563,153.76000000000002,0.004113364691253244,243.109978098082,0.14606861662332107,6.84609756097561,0.6342563084478352,1.5766496709307,0.24301012850794654,4.115054817426261,0.8064516129032258,1.24,35.510738188112725,0.02816049598019203,154.19403725532356,0.006485335086882388,59.078187019178976,0.016926721188572743,196.05643395006612,0.0051005722171540225,4.342180566298119,0.23029903633246177,1.6636710480706225,0.601080364510587,5.521046420141621,0.18112508461291815,0.38314183914488104,2.6099994775612605,1.2714916701054033,0.7864778224753157,3.318592594698597,0.3013325593498537,0.0,2.0,1.0,2.0,0.0,1.0
Belgium,Mortalidad_Baja,50822.2518538518,83.6,4333.0426748,81.7487804878049,0.697006708230555,69.9754395208179,3.1,1.0,100.39421241505686,6988.959999999999,362242.36761327996,6834.1980487804885,58.269760808074395,5849.946743940376,259.15999999999997,18775258.82163794,354220.95446651615,3020.159811384867,303206.56563159043,13432.43229188,6682.86311124331,56.97944838966711,5720.40684492501,253.42121951219517,0.485818351318394,48.77335075739157,2.1607207955147207,4896.5621361316435,216.9238625145355,9.610000000000001,0.019293601811539673,51.83065400478469,1.0226452248112896,0.9778562259306806,119.94145682217292,0.008337400816154965,1.194704893209406,0.83702678852653,26.96774193548387,0.037081339712918666,53.004370816839206,0.01886636865204153,6216.6441493798675,0.00016085849149009978,61.92233595775996,0.016149261563422695,1397.7557015483872,0.0007154326030594856,117.2855003007577,0.008526203131978622,1.1682496179746664,0.8559814483257849,26.370574350904803,0.03792105498702151,0.009960733551708432,100.39421241505686,0.22484087362275967,4.44758990608536,22.57272242607029,0.044301258001784194,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,51658.238294958,81.3,4793.0468713018,81.790243902439,0.654899384879513,70.7487167204956,3.2,1.0,108.02990253764216,6609.69,389674.7106368363,6649.546829268291,53.24331999070441,5751.8706693762915,260.16,22973298.310495973,392024.4726395964,3138.963447714223,339101.9153257887,15337.74998816576,6689.64399762046,53.56438042085264,5786.554796353899,261.72878048780484,0.42889320431556455,46.33329106126748,2.0956780316144417,5005.380917596933,226.39589350558592,10.240000000000002,0.016962070720981447,58.95506606767282,0.9940060833780643,1.0060300603006027,124.14120684348694,0.008055342987447886,1.1491374510888865,0.8702179178412742,25.406249999999996,0.03936039360393604,58.601694317222474,0.017064353030252055,7318.75305117841,0.000136635297434853,67.74747434978245,0.014760697865088917,1497.8271472818124,0.000667633779915629,124.88978580654278,0.008007059933220028,1.1560668192126335,0.8650019041988192,25.559451219512187,0.03912447068646748,0.0092566963082426,108.02990253764216,0.20465605777484783,4.886246763827285,22.10897397515487,0.04523050237988238,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,45906.2875805246,80.2,4358.9412773027,80.6951219512195,0.712818023641571,70.3395076969123,3.2,1.0,98.67807121033375,6432.040000000001,349587.09043967654,6471.748780487805,57.16800549605399,5641.2285172923675,256.64000000000004,19000369.05897329,351745.29795014585,3107.1319064565755,306605.78352522204,13948.61208736864,6511.702706722188,57.52093734678384,5676.055151591082,258.2243902439024,0.5081095348282753,50.1392688604341,2.281017675653027,4947.646343043985,225.08642463011938,10.240000000000002,0.018398963165116904,54.35088874442269,0.9938642889526977,1.0061735904142082,112.51118425749469,0.008888005282313852,1.1401842666510522,0.8770512181659889,25.0625,0.0399002493765586,54.01740739592284,0.01851255082774444,6115.082858082335,0.00016353008180065704,61.97002822489251,0.01613683305695694,1362.1691491570937,0.0007341232185582805,113.20578222611799,0.008833471050114679,1.1472232973100802,0.8716698853176379,25.217225609756095,0.03965543297566874,0.010133963784805699,98.67807121033375,0.22275563238799093,4.489224309525973,21.981096155285094,0.045493636574605575,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,46716.6227467964,72.5,4773.932613509,81.9951219512195,0.718789583537128,69.5353313801023,3.3,1.0,96.73948116766297,5256.25,346110.1144794025,5944.646341463414,52.11224480644178,5041.311525057417,239.25,22790432.59832487,391439.1868315745,3431.453035098447,331956.98626662616,15753.977624579698,6723.200023795358,58.937239559393085,5701.557976429949,270.58390243902437,0.5166584654014779,49.98127188381992,2.372005625672522,4835.16231014064,229.4665935543376,10.889999999999999,0.015186640840895759,65.84734639322758,0.8841989410434887,1.1309671993271655,100.86401035923627,0.00991433908327073,1.0426354280774455,0.9591080190358939,21.969696969696972,0.04551724137931034,58.22215395141561,0.017175592659015426,6641.627428734726,0.0001505655068324883,68.65477619446668,0.014565629012721133,1446.6462465178788,0.0006912539968959449,114.07388730889166,0.008766248118574052,1.179186470012029,0.8480422947778555,24.847006651884698,0.04024629662680707,0.010337041174190927,96.73948116766297,0.2178150253142812,4.591051506006616,21.07131253942494,0.047457888450421655,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,47487.2100392561,70.9,4660.13377266864,81.5951219512195,0.664625571120094,69.6766949921631,3.3,1.0,104.83601296702581,5026.81,330403.4844822066,5785.094146341463,47.12195299241467,4940.077674944365,233.97,21716846.779166847,380244.18348989426,3097.244070155933,324702.7195009112,15378.44144980651,6657.763926234382,54.23020452744298,5685.278425043473,269.2639024390243,0.4417271497867111,46.308913202927,2.19326438469631,4854.841825030928,229.93309347413825,10.889999999999999,0.015214155528286241,65.72826195583413,0.8689244933341307,1.1508479823867348,106.67660571727954,0.00937412653201825,1.0175568747624222,0.9827460506652059,21.484848484848488,0.0465444287729196,57.112896717706185,0.017509180193446206,7011.667885144582,0.00014261941899996021,66.88224481934438,0.014951651259629514,1412.1617492935272,0.0007081341783264399,122.76855645759638,0.00814540814728399,1.1710532762840848,0.853932114150382,24.725794530672577,0.040443594189035696,0.009538706897547993,104.83601296702581,0.2014016882182103,4.965201676544746,21.114149997625184,0.04736160347977423,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,44035.3239358548,71.5,4863.48372195372,81.4926829268293,0.729532583142538,69.4180202757195,3.4,1.0,95.15410535427233,5112.25,347739.086119691,5826.726829268295,52.16157969469147,4963.388449713944,243.1,23653473.913708813,396338.33687297016,3548.0698427485827,337613.4116212151,16535.84465464265,6641.057370612736,59.45156748282559,5657.060715737417,277.0751219512196,0.5322177898666242,50.642707648386725,2.480410782684629,4818.861539000203,236.02126893744628,11.559999999999999,0.014701395972037424,68.02075135599608,0.8773793846522204,1.1397578031724378,98.00795968838878,0.010203252911084447,1.029991920196098,0.9708814024576153,21.029411764705884,0.04755244755244755,59.68000496830553,0.0167560307766575,6666.575056872381,0.00015000206124869602,70.06082430234376,0.01427331193941643,1430.4363888099178,0.0006990873609080732,111.70533682785084,0.008952123760578249,1.1739413282480657,0.8518313274585473,23.968436154949796,0.041721537172273414,0.010509268058134298,95.15410535427233,0.21456840680662884,4.660518362804502,20.417064786976322,0.0489786367645697,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,41854.5498296444,76.0,4904.12819808335,81.4390243902439,0.673190543684684,69.5878866778803,3.4,1.0,103.37026764665103,5776.0,372713.7430543346,6189.365853658536,51.16248132003599,5288.679387518903,258.4,24050473.383236244,399387.4159365928,3301.41272796712,341267.9173020215,16674.03587348339,6632.314693634741,54.823981106418536,5667.169600425423,276.89268292682925,0.45318550810648045,46.84590726655042,2.2888478485279258,4842.473972293511,236.59881470479303,11.559999999999999,0.015497147898723897,64.52800260635986,0.933213536987122,1.0715661103979461,112.89522812369995,0.008857770311640579,1.0921441019153395,0.9156300878668461,22.35294117647059,0.04473684210526316,60.218405546995314,0.01660621849609727,7284.903574611702,0.0001372701765724197,70.47387745491358,0.014189654892194072,1442.390646495103,0.0006932934586271217,120.97470048300197,0.008266191162345626,1.1703046072834782,0.8544783928700487,23.952654232424678,0.04174902665468703,0.009673961601979057,103.37026764665103,0.19799721873078943,5.050575995007629,20.46702549349421,0.048859078243580975,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,40893.804537772,75.0,4661.53453241131,80.9926829268293,0.750617272066574,69.4272004004447,3.4,1.0,92.49347568208775,5625.0,349615.0899308482,6074.451219512198,56.29629540499305,5207.040030033353,255.0,21729904.196863126,377550.1883360547,3499.0283343627098,323637.2921553133,15849.217410198453,6559.814687685907,60.7945067158896,5623.095228530654,275.3751219512196,0.5634262891246652,52.11325577180116,2.552098725026352,4820.136155443509,236.05248136151198,11.559999999999999,0.01608912247212382,62.153793765484124,0.9260095762941545,1.0799024390243908,99.91776473982878,0.010008230294220988,1.0802682459815793,0.9256960053392628,22.058823529411764,0.04533333333333333,57.555008229850216,0.017374682599408647,6210.26814314748,0.00016102364293294125,67.14276977214035,0.014893636401859183,1371.0395683562676,0.0007293735520696131,107.90143784440637,0.009267717094205897,1.166584313636108,0.857203365681402,23.821377331420383,0.041979100792001664,0.01081157338531781,92.49347568208775,0.22076978590193355,4.5296053348722385,20.41976482366021,0.04897216048449826,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,47995.7786961339,74.2,4701.13625880154,81.2878048780488,0.716518219283319,69.2884674792442,3.4,1.0,96.70161290322584,5505.64,348824.31040307425,6031.555121951222,53.16565187082227,5141.20428695992,252.28,22100682.12381854,382145.0469105799,3368.449780764724,325734.5267834663,15983.863279925235,6607.707221891735,58.24419320066942,5632.3074247518325,276.3785365853659,0.5133983585649384,49.64644933509822,2.436161945563285,4800.891725622281,235.5807894294303,11.559999999999999,0.015783418287670693,63.35763152023638,0.9128060489678347,1.0955229767931105,103.55633395368069,0.009656579774707803,1.0708852814824787,0.9338068393429138,21.823529411764707,0.045822102425876005,57.833229299946915,0.017291097386479815,6561.0840482238455,0.00015241383781247408,67.84875506461151,0.014738663945236912,1382.6871349416294,0.0007232294094080909,113.44834323871774,0.008814584430693733,1.1731794313736132,0.8523845315197466,23.908177905308474,0.041826692270763306,0.010341089150195977,96.70161290322584,0.21074065273038797,4.7451689412737785,20.37896102330712,0.0490702150544532,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,46964.5946777056,75.0,5000.3761351143,80.5878048780488,0.764565477908541,68.8013394276922,3.5,1.0,89.98750455735639,5625.0,375028.2101335725,6044.08536585366,57.34241084314058,5160.100457076915,262.5,25003761.49262063,402969.336293443,3823.114969466128,344032.57573813066,17501.31647290005,6494.394295062466,61.614653550185636,5544.548917147265,282.0573170731708,0.5845603700095157,52.60312896028123,2.6759791726798934,4733.624307044513,240.8046879969227,12.25,0.014998871679537288,66.671681801524,0.9306619049060256,1.0745040650406508,98.09493387690159,0.01019420637211388,1.0900950566350873,0.9173511923692294,21.428571428571427,0.04666666666666667,62.04879438869473,0.01611634859068591,6540.15421778232,0.00015290159325005744,72.67847074938884,0.013759232819416597,1428.678895746943,0.0006999473450450735,105.4034052106246,0.009487359521276648,1.1713115696351197,0.8537438081581609,23.025087108013942,0.04343088889561453,0.011112653972559249,89.98750455735639,0.2184472794024403,4.577763580922075,19.6575255507692,0.05087110264297075,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,44874.1709182123,71.0,4824.26721189629,80.3853658536585,0.84457469539348,68.6739965906651,3.5,1.0,81.31192772555242,5041.0,342522.9720446366,5707.360975609753,59.96480337293708,4875.853757937222,248.5,23273554.131777603,387800.4848040923,4074.454010984062,331301.71006222325,16884.935241637017,6461.8070434265255,67.89144587994707,5520.384340573511,281.34878048780473,0.7133064160989895,58.00031975201386,2.9560114338771797,4716.117807734681,240.35898806732786,12.25,0.014717261064005574,67.94742551966606,0.8832453425571944,1.1321882514599788,84.06598064949331,0.01189541824497859,1.033870220531931,0.9672393886009168,20.285714285714285,0.04929577464788732,60.0142471289969,0.016662710070336498,5712.066958919136,0.00017506797577688493,70.2488198065941,0.01423511459342883,1378.362060541797,0.0007254987848453452,95.17851563881825,0.010506572762647217,1.1705357172205897,0.8543096851196281,22.96724738675957,0.0435402633654955,0.012298318684255571,81.31192772555242,0.24130705582670856,4.144097637651079,19.62114188304717,0.05096543340650364,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,47760.8298776546,71.0,5064.3293559452,80.5853658536585,0.726239843441003,68.1083915474617,3.6,1.0,93.78222933178213,5041.0,359567.38427210925,5721.560975609754,51.563028884311215,4835.69579986978,255.6,25647431.82548833,408110.8339522667,3677.917758595318,344923.32670002023,18231.58568140272,6494.00118976799,58.5243034811969,5488.539650556423,290.10731707317063,0.5274243102012126,49.463027614447114,2.6144634363876107,4638.752999182351,245.1902095708621,12.96,0.014019625306685577,71.32858247810141,0.8810532687651336,1.1350051528684295,97.76384570639131,0.010228730189309901,1.0424559791655523,0.9592731203867844,19.72222222222222,0.05070422535211268,62.84428074871468,0.015912346964372766,6973.356531844714,0.00014340296461730784,74.35690728970006,0.013448649714597803,1406.7581544292223,0.0007108542409023673,110.96246864098823,0.009012056168608092,1.183192907991406,0.8451707183553059,22.384823848238472,0.04467312348668283,0.010663000945117298,93.78222933178213,0.20173328984472305,4.957040063986039,18.918997652072694,0.05285692288726744,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,44197.393671162,73.0,5511.7845410221,80.1829268292683,0.847918635049212,67.916796056848,3.7,1.0,80.09824675324678,5329.0,402360.27149461326,5853.3536585365855,61.89806035859248,4957.926112149904,270.1,30379768.8266502,441951.0165514672,4673.544824708807,374342.7465818855,20393.60280178177,6429.301754907794,67.98859787132402,5445.7674887045805,296.6768292682927,0.7189660116637189,57.587917009438264,3.137298949682085,4612.691186627484,251.2921454103376,13.690000000000001,0.01324434934941469,75.50389782222055,0.9104182509505703,1.0983962579351823,86.09316623376625,0.011615323767797425,1.0748445780466034,0.9303670692718904,19.72972972972973,0.050684931506849315,68.7401265952566,0.01454754376418336,6500.369626505736,0.00015383740578726884,81.15495519559849,0.012322106488628014,1489.6714975735404,0.0006712889396278679,94.56441162496044,0.01057480274890272,1.180605262388309,0.8470231599485225,21.671061305207648,0.04614448669201521,0.012484667774072906,80.09824675324678,0.2291671986619492,4.363626233766236,18.355890826175134,0.05447842381880044,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,44923.3400135081,71.0,5161.34227289199,80.0341463414634,0.718679660856589,68.2494049346212,3.8,1.0,94.96498739546244,5041.0,366455.3013753313,5682.424390243901,51.02625592081782,4845.707750358105,269.8,26639454.057941858,413083.6227870189,3709.3517142467917,352258.5387887836,19613.100636989562,6405.464580606779,57.518913149629526,5462.282862255267,304.1297560975609,0.5165004549289417,49.04945919207757,2.730982711255038,4657.981273929896,259.34773875156054,14.44,0.013756111539608757,72.69496159002803,0.8871213506430184,1.1272414977670902,98.79227681965513,0.010122248744459,1.0403021105900294,0.9612592244312844,18.68421052631579,0.05352112676056338,64.48925251068802,0.015506459775359728,7181.700768796246,0.0001392427827604427,75.62472197136728,0.013223189109754556,1358.2479665505239,0.0007362425894438489,111.36275409000902,0.008979662977729065,1.1726717092717698,0.8527535814955415,21.06161745827984,0.04747973425976718,0.010530196732777972,94.96498739546244,0.18912622654120764,5.287473970629429,17.960369719637157,0.05567814113017058,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,48303.397956286,73.0,5425.00683224834,79.6804878048781,0.712338067185966,66.9573617790939,3.8,1.0,93.99660759897831,5329.0,396025.4987541288,5816.675609756101,52.00067890457552,4887.887409873855,277.4,29430699.129941173,432267.1907383442,3864.438881354443,363244.1451209083,20615.025962543692,6348.9801368233275,56.7594446753618,5335.195248685903,302.7858536585368,0.5074255219622379,47.696277673591226,2.7068846553066708,4483.288296416465,254.4379747605568,14.44,0.013456204251404763,74.3151620855937,0.9161590498637847,1.0915135315736726,102.47943127394637,0.009758055714876247,1.0902460619766055,0.9172241339601904,19.210526315789476,0.05205479452054794,68.08450828681067,0.014687629024027479,7615.775545562785,0.0001313063907959623,81.02181280897167,0.012342355290886165,1427.6333769074581,0.0007004599473333985,111.85768594348667,0.008939931052258897,1.1900183293923736,0.8403231910811008,20.96854942233634,0.04769047108879975,0.010638681815692138,93.99660759897831,0.18745738610157,5.334545737547893,17.620358362919447,0.05675253473302877,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,44319.165448813,74.0,5302.04532963844,79.7829268292683,0.887523940039387,66.0540499955037,3.9,1.0,74.42509099255658,5476.0,392351.3543932446,5903.936585365855,65.67677156291464,4887.999699667274,288.59999999999997,28111684.677540798,423012.69458000746,4705.6921612281385,350221.56728236447,20677.976785589915,6365.31541344438,70.80925756738633,5269.9854375681025,311.1534146341464,0.7876987441430373,58.6245507075681,3.461343366153609,4363.137520808503,257.6107949824644,15.209999999999999,0.01395687803465955,71.64926121133027,0.9275167374889179,1.078147659854977,83.37803259336981,0.011993566757289013,1.1202946678521177,0.8926222972365365,18.974358974358974,0.0527027027027027,66.45588900222434,0.015047575391949525,5973.974436569163,0.00016739274843203,80.26828529059688,0.012458220533547965,1359.498802471395,0.0007355651937185438,89.89383072385367,0.011124233909576247,1.2078430744927695,0.8279221209426956,20.457160725453413,0.04888263886765919,0.013436328886719296,74.42509099255658,0.22757024103574025,4.3942476637046255,16.936935896283,0.05904255681923323,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,38705.1067959147,75.0,5445.56547084695,79.380487804878,0.907269380581052,66.148949028376,4.0,1.0,72.90993220338984,5625.0,408417.4103135213,5953.53658536585,68.04520354357889,4961.1711771282,300.0,29654183.297280565,432271.64344923105,4940.594811648877,360218.43276173924,21782.2618833878,6301.261844140385,72.01948600095342,5250.935841652497,317.521951219512,0.8231377289399258,60.01491601106227,3.629077522324208,4375.683457558685,264.595796113504,16.0,0.013772674371746233,72.60753961129267,0.9448165673201013,1.05840650406504,82.66563559322036,0.012096925074414027,1.133804861628673,0.8819859870450133,18.75,0.05333333333333334,68.60080633709983,0.014577088133426102,6002.148410827433,0.00016660700994931645,82.32278140218008,0.01214730580001416,1361.3913677117375,0.0007345426331597991,87.4938463745349,0.011429375223936323,1.2000264398883504,0.8333149727043008,19.8451219512195,0.05039021692373874,0.013715552460128422,72.90993220338984,0.226817345145263,4.408833898305086,16.537237257094,0.060469592620195904,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,36809.7013403619,76.0,5549.63760862596,78.9804878048781,0.840639973990251,65.8743326615868,4.1,1.0,78.36212254920768,5776.0,421772.45825557294,6002.517073170735,63.88863802325908,5006.449282280597,311.59999999999997,30798477.587075662,438313.0854695754,4665.2472149706455,365578.67398187955,22753.51419536643,6237.917453896497,66.39415521403006,5202.78692743294,323.82000000000016,0.70667556587033,55.376597295261476,3.446623893360029,4339.427703609402,270.0847639125059,16.81,0.013694587891986142,73.02154748192052,0.9622629856092886,1.0392169448010276,90.40731151440745,0.011061052289345409,1.1537118772865802,0.866767535020879,18.53658536585366,0.053947368421052626,70.26593229376327,0.014231647789418983,6601.681790462084,0.00015147655275429524,84.24582662773769,0.011870024190263605,1353.5701484453562,0.0007387869783834629,93.95281005967728,0.010643641199925969,1.198956932294418,0.8340583160783946,19.263533610945878,0.051911555802606354,0.012761267401505717,78.36212254920768,0.2050341399976222,4.877236542224612,16.066910405265077,0.0622397196957234,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,35429.4077933344,71.0,5615.40613034968,78.8780487804878,1.02291054131515,65.24479338804,4.2,1.0,63.78347934918644,5041.0,398693.8352548273,5600.341463414634,72.62664843337565,4632.38033055084,298.2,31532786.008768767,442932.27867197234,5744.058124500403,366376.01276459807,23584.70574746866,6221.746579417013,80.6851875759316,5146.381995534667,331.2878048780488,1.0463459755336533,66.7395869225551,4.29622427352363,4256.883064248027,274.028132229768,17.64,0.012643787172625877,79.09022718802366,0.9001236858379715,1.1109584335279972,69.40978426981084,0.014407190722748592,1.0882094388395287,0.9189407519442253,16.904761904761905,0.05915492957746479,71.19098681024641,0.01404672199116183,5489.635606971051,0.0001821614532538632,86.06673174597007,0.011618891291835574,1337.0014596070666,0.0007479423397891364,77.11138520390529,0.012968253615931092,1.2089554535235438,0.8271603367067532,18.780487804878046,0.05324675324675325,0.015678040931656312,63.78347934918644,0.2435501288845595,4.105930900467684,15.534474616199997,0.06437295272008481,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,30655.2092679024,66.0,5609.48271408916,78.1292682926829,1.0294445025288,65.312044586028,4.4,1.0,63.443968495233,4356.0,370225.8591298846,5156.531707317071,67.94333716690079,4310.594942677848,290.40000000000003,31466296.319665093,438264.779952239,5774.651142049418,366366.78512714454,24681.723941992306,6104.182563950025,80.42974573050009,5102.782254205448,343.76878048780475,1.0597559837867683,67.23512524800239,4.52955581112672,4265.663168007309,287.3729961785232,19.360000000000003,0.011765790780356607,84.99216233468425,0.8447538475946683,1.1837767923133773,64.11224678734304,0.01559764397770909,1.0105333620824846,0.9895764331216362,14.999999999999998,0.06666666666666667,71.79745614761516,0.013928070069000851,5449.038486591197,0.00018351861570821437,85.88741555472878,0.011643149273280725,1274.8824350202635,0.0007843860520237738,75.89458984992456,0.01317616976358156,1.196245941891656,0.8359484993685102,17.756651884700656,0.056316923172977894,0.015761939609359985,63.443968495233,0.23396465966563634,4.274149785822869,14.843646496824544,0.06736889080549897,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,25006.191397109,61.0,5397.64817804299,78.0756097560976,1.03313414275776,64.6783106970426,4.5,0.0,62.603981438843796,3721.0,329256.5388606224,4762.612195121954,63.021182708223364,3945.376952519599,274.5,29134605.853930812,421424.6727495958,5576.49462333043,349110.76589279046,24289.416801193456,6095.800838786444,80.66257815565531,5049.798545665932,351.3402439024392,1.0673661569318118,66.82137107700918,4.64910364240992,4183.2838746231755,291.05239813669175,20.25,0.011301218232070212,88.4860357056228,0.7812939302114893,1.2799280287884853,59.0436396160249,0.01693662529111082,0.9431291470447946,1.0603001753613541,13.555555555555555,0.07377049180327869,69.1336026052802,0.014464745974682117,5224.537603253503,0.00019140449852964305,83.45375938041926,0.011982683673260977,1199.4773728984424,0.0008336964269559992,75.57160926623646,0.013232482538211283,1.2071374300700093,0.8284060912120038,17.350135501355023,0.057636437474618066,0.015973424964622642,62.603981438843796,0.22958536505728,4.355678332329705,14.372957932676135,0.06957510101150123,3.0,3.0,3.0,0.0,3.0,0.0
Belgium,Mortalidad_Baja,23015.0712632462,53.0,5606.17298271092,77.9731707317073,1.10935029767163,64.1634154249023,4.7,0.0,57.83873277861129,2809.0,297127.16808367876,4132.578048780487,58.79556577659639,3400.6610175198216,249.10000000000002,31429175.512077857,437131.0831324033,6219.20966716901,359711.2060335444,26349.013018741327,6079.815353955975,86.49956016162032,5003.024945655368,366.4739024390243,1.2306580829441343,71.17970400124382,5.2139463990566615,4116.94387898859,301.5680524970408,22.090000000000003,0.0094538645460011,105.77684873039472,0.6797209796990836,1.471191900598251,47.77571170372382,0.02093113769191755,0.8260158791271311,1.2106304797151377,11.27659574468085,0.08867924528301888,71.89874324850567,0.013908448949429776,5053.564229871743,0.00019788014053308657,87.37335669533456,0.011445136570487242,1192.802762278919,0.0008383615729472672,70.28724010383554,0.014227333418166612,1.2152278711373792,0.822890935725545,16.59003632589517,0.06027714348274893,0.017289452101720306,57.83873277861129,0.2360319782280064,4.23671405674532,13.651790515936659,0.07325046475278334,2.0,3.0,3.0,0.0,3.0,0.0
