country,categoria_expectativa_vida,government_integrity,energy_use_kg_of_oil_equivalent_per_capita,government_integrity infant_mortality_rate_per_1_000_live_births,ratio_auto_agriculture_value_added_of_gdp_div_government_integrity,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_agriculture_value_added_of_gdp,gdp_per_capita_current_us$
Chile,Mortalidad_Baja,0.73,0.08314351976815057,0.10527514231499051,0.0073396704394270386,0.026165061580047697,10683.2188772511
Chile,Mortalidad_Baja,0.73,0.08479906742938943,0.10527514231499051,0.007610026910978467,0.025118201283980207,10346.4138184533
Chile,Mortalidad_Baja,0.74,0.0825490977285854,0.10671726755218215,0.007848603138647287,0.023881917932106245,9318.65655296121
Chile,Mortalidad_Baja,0.74,0.08007154496565531,0.10812144212523721,0.008292971592439814,0.022763815319170724,7480.32330998636
Chile,Mortalidad_Baja,0.75,0.07843070821977247,0.11242884250474383,0.007840379270033112,0.024607454038799447,6120.59152055344
Chile,Mortalidad_Baja,0.75,0.07436982575270558,0.11385199240986717,0.008542395112960286,0.02263809411570981,4773.40177520754
Chile,Mortalidad_Baja,0.74,0.07437918941559694,0.11514231499051232,0.008594947386296846,0.023481136597913274,4430.84741157984
Chile,Mortalidad_Baja,0.6900000000000001,0.07263485198853643,0.11390891840607209,0.0092118445236801,0.025132537786381415,4563.5952986689
Chile,Mortalidad_Baja,0.68,0.07489194949378512,0.11870967741935481,0.011695500915401625,0.020729586745325018,5052.99245766325
Chile,Mortalidad_Baja,0.5,0.058144920947366105,0.10436432637571158,0.021802775099378998,0.017660015049552606,5081.4682771561
China,Mortalidad_Baja,0.39299999999999996,0.12441360867215322,0.03579506641366224,0.02845744883570637,0.005614046757647637,12970.6056414327
China,Mortalidad_Baja,0.46399999999999997,0.12180527726505196,0.04490322580645161,0.023905588074589427,0.006249523933808732,12887.4357242941
China,Mortalidad_Baja,0.46,0.11429574379651274,0.04800759013282732,0.025646897518504696,0.006382784955513771,10627.4637989619
China,Mortalidad_Baja,0.49100000000000005,0.11108760921159473,0.05590132827324479,0.022326099478487356,0.008068444928729657,10342.9009524335
China,Mortalidad_Baja,0.473,0.10675906528274606,0.05744212523719166,0.022881076167466173,0.008982661595225065,10085.6638148819
China,Mortalidad_Baja,0.41600000000000004,0.10233737657059223,0.0552561669829222,0.027562983482799785,0.009380340086757028,8979.67652709856
China,Mortalidad_Baja,0.36,0.09921317798251797,0.05191650853889943,0.03433769762992464,0.009470057099985123,8254.86859320357
China,Mortalidad_Baja,0.4,0.1003772261022421,0.06223908918406072,0.032168785768125686,0.009936544265654861,8175.33285077393
China,Mortalidad_Baja,0.35000000000000003,0.10050549497890067,0.05910815939278937,0.037919539103998375,0.01062892960671571,7781.06597484974
China,Mortalidad_Baja,0.36,0.09862881183322011,0.06626185958254269,0.038178731663872645,0.011359184583672254,7147.03518622344
China,Mortalidad_Baja,0.35000000000000003,0.09617983447890033,0.06973434535104364,0.040077058474675305,0.012248590782205788,6405.0574241349
China,Mortalidad_Baja,0.36,0.09346672499028658,0.07855787476280834,0.039262777199346593,0.013599918396472123,5703.76027973346
China,Mortalidad_Baja,0.36,0.08753690608864732,0.08538899430740038,0.03983931272972753,0.014803791052556857,4629.24551710077
China,Mortalidad_Baja,0.35000000000000003,0.07961848969221302,0.09032258064516129,0.04234773058114706,0.015759745204526374,3898.24459158811
China,Mortalidad_Media,0.33,0.07501112496099399,0.09267552182163187,0.04746024580213579,0.016328880938146623,3523.44302065213
China,Mortalidad_Media,0.32,0.07341143174701478,0.09776091081593928,0.04935136664155853,0.017876678400191793,2734.72709877693
China,Mortalidad_Media,0.34,0.06853008033971607,0.11419354838709676,0.04820828781003405,0.019131388968164572,2129.25696999613
China,Mortalidad_Media,0.34,0.06295878840573804,0.12516129032258064,0.052842114899072916,0.019129838320856067,1777.64496828464
China,Mortalidad_Media,0.35000000000000003,0.057414722510315264,0.14146110056925995,0.05690254927798788,0.01891585167248444,1530.92726215723
China,Mortalidad_Media,0.35000000000000003,0.05067608206716969,0.15607210626185958,0.054430068159726945,0.022324152146493356,1306.97245408557
China,Mortalidad_Media,0.31,0.04466776392309165,0.15058823529411766,0.06626697250221333,0.02258630506759714,1163.55957673426
China,Mortalidad_Media,0.34,0.04226888603095243,0.17935483870967742,0.06360718449804427,0.023402363333989807,1065.40597574519
China,Mortalidad_Media,0.35000000000000003,0.04119988517971768,0.19924098671726756,0.06494209050353707,0.024116867043319015,969.199513696287
China,Mortalidad_Media,0.3,0.03977858383930914,0.22030360531309298,0.1016910379307626,0.023050967877192505,612.680277898627
Colombia,Mortalidad_Baja,0.42,0.035540223964616535,0.09005692599620493,0.0329001761404402,0.013686405483951948,6680.44506854481
Colombia,Mortalidad_Media,0.49700000000000005,0.040047419909967595,0.10939658444022769,0.024466967634114517,0.016515253659415825,6222.62164397614
Colombia,Mortalidad_Media,0.461,0.03714193328413416,0.10497153700189754,0.02548366985755786,0.01791776136976566,5339.68711357943
Colombia,Mortalidad_Baja,0.335,0.04072641030817333,0.0788235294117647,0.029941454763536213,0.02237985823938447,6472.54544924705
Colombia,Mortalidad_Baja,0.334,0.03743315289031818,0.08048956356736243,0.029164412934098462,0.02378285767231234,6816.96818309544
Colombia,Mortalidad_Baja,0.396,0.03942003061902772,0.09918785578747628,0.025246062052149385,0.02412685384198873,6479.53231292429
Colombia,Mortalidad_Baja,0.37,0.04182572818271967,0.09548387096774193,0.02793667966844586,0.02403085211562408,5959.84250367574
Colombia,Mortalidad_Baja,0.36,0.040725125738378075,0.09563567362428843,0.025992040429926023,0.027779923568687737,6248.51490534512
Colombia,Mortalidad_Baja,0.332,0.04063145003364211,0.09071726755218217,0.025670050348761464,0.031799086404695434,8187.20824890084
Colombia,Mortalidad_Baja,0.34,0.04046367503897858,0.09548387096774195,0.02481643472641219,0.03313698918797206,8279.10255642981
Colombia,Mortalidad_Baja,0.35000000000000003,0.031163734084924906,0.10161290322580645,0.024956637988574386,0.033086170154326563,8108.59838244229
Colombia,Mortalidad_Media,0.37,0.032510773953136576,0.11092979127134725,0.025760088223266475,0.03113544051019506,7400.9940695669
Colombia,Mortalidad_Media,0.38,0.032066900037238354,0.11753320683111954,0.02604220420699909,0.03091556568514852,6398.2958447102
Colombia,Mortalidad_Media,0.38,0.032727962948830285,0.12113851992409867,0.027544603671298226,0.030041560224273844,5250.97292433518
Colombia,Mortalidad_Media,0.39,0.0316597269084403,0.12802656546489563,0.026828880448329595,0.031046026720224475,5541.83629665898
Colombia,Mortalidad_Media,0.4,0.030457981380798305,0.1351043643263757,0.027124995584219925,0.030779066142733395,4769.926147194
Colombia,Mortalidad_Media,0.38,0.031038771116011145,0.13195445920303606,0.029591089907329397,0.03050676912664063,3789.85361217027
Colombia,Mortalidad_Media,0.37,0.02983307688523957,0.13199240986717267,0.031830716909233094,0.029859373541289237,3456.06610874512
Colombia,Mortalidad_Media,0.36,0.028873679588430554,0.1318406072106262,0.034382606717692325,0.0290900762721695,2818.57195413044
Colombia,Mortalidad_Media,0.38,0.029144703403116572,0.14349146110056923,0.03429322508319514,0.028421704969530844,2311.94218760291
Colombia,Mortalidad_Media,0.32,0.028948512264312776,0.12387096774193547,0.04160932649614847,0.02852621326533046,2428.92969771584
Colombia,Mortalidad_Media,0.29,0.030009473309885005,0.11555977229601518,0.044893859005497624,0.03020666891000616,2472.99084035833
Colombia,Mortalidad_Media,0.22,0.030530140067022753,0.09017077798861482,0.059069789229782864,0.03122735780963217,2555.00751039968
Colombia,Mortalidad_Media,0.1,0.036028527272942604,0.04800759013282732,0.21933045499903744,0.020661151680898656,2583.34991436018
Comoros,Mortalidad_Alta,0.201,0.021164689139227554,0.14035673624288425,0.2737266341701039,0.010592914611768638,1533.87755332151
Comoros,Mortalidad_Alta,0.23600000000000002,0.020566796771731795,0.16927514231499052,0.23363958697953152,0.010939463246949705,1587.72988601478
Comoros,Mortalidad_Alta,0.23800000000000002,0.021894068081894914,0.17477419354838708,0.2353343980489067,0.011051898290266208,1527.16990927956
Comoros,Mortalidad_Alta,0.244,0.019815634438912016,0.18288425047438328,0.2284105311609183,0.011421548166071112,1519.26386326167
Comoros,Mortalidad_Alta,0.275,0.0232997062972793,0.21029411764705883,0.19185259757283288,0.012566146274162427,1540.71132331975
Comoros,Mortalidad_Alta,0.3,0.021507543140837294,0.2333965844402277,0.16636620649219502,0.013763506665426367,1423.92480215551
Comoros,Mortalidad_Alta,0.26,0.01696945333913742,0.20573055028463,0.1887690789597009,0.014348362301634521,1365.48403353158
Comoros,Mortalidad_Alta,0.28,0.018913328234078396,0.22580645161290322,0.17098372161634282,0.0151395746904913,1329.3704808998
Comoros,Mortalidad_Alta,0.22100000000000003,0.027938598608324327,0.18116129032258066,0.2124738885920849,0.015810075386026554,1615.71718460209
Comoros,Mortalidad_Alta,0.24,0.021249054016124116,0.20037950664136622,0.20072771550087815,0.015671874379753467,1603.32653496691
Comoros,Mortalidad_Alta,0.21,0.01941079114699573,0.17891840607210627,0.224807777798455,0.016455760787397453,1490.31425650871
Comoros,Mortalidad_Alta,0.23,0.02187262193762123,0.20032258064516129,0.20792038752430747,0.016637295099974275,1531.43969320468
Comoros,Mortalidad_Alta,0.25,0.01829680186900947,0.22296015180265655,0.1903586515233737,0.017214690729222538,1386.57533553376
Comoros,Mortalidad_Alta,0.26,0.01613965804366791,0.23829222011385198,0.18073251867293472,0.018051036304291227,1410.30516959473
Comoros,Mortalidad_Alta,0.2302,0.01857153422406677,0.2170956356736243,0.19805184733883235,0.01934415275575085,1455.02768595586
Comoros,Mortalidad_Alta,0.3004,0.0026328107699083556,0.29184971537001897,0.1508200819995988,0.020174490866074864,1289.73631056361
Comoros,Mortalidad_Alta,0.32799999999999996,0.002771637866040018,0.3292447817836812,0.14013115186051764,0.020607444603587932,1154.90422349749
Comoros,Mortalidad_Alta,0.319,0.0024457925039508954,0.3305009487666034,0.1440843679790418,0.02137585999313091,1103.20658498402
Comoros,Mortalidad_Alta,0.30460000000000004,0.002265774372306837,0.32656356736242886,0.15089466847523686,0.022234837258438587,1091.27216412426
Comoros,Mortalidad_Alta,0.24920000000000003,0.016586016050066783,0.2766261859582543,0.18444094697844649,0.0231387026442706,959.787894504834
Comoros,Mortalidad_Alta,0.26660000000000006,0.014667545493759869,0.3060588235294118,0.1724024916831249,0.024042768266731022,762.116930318449
Comoros,Mortalidad_Alta,0.3004,0.017197378949968128,0.35740189753320684,0.15300576977545668,0.02503686225420568,691.699908770798
Comoros,Mortalidad_Alta,0.2528,0.02809628382417341,0.31084326375711574,0.18181560696582344,0.025985980489725193,655.007796688241
Comoros,Mortalidad_Alta,0.254,0.013840259779196538,0.374011385199241,0.18095756406489635,0.03177109833211909,812.215996806703
Costa Rica,Mortalidad_Baja,0.631,0.046392214790676845,0.10536622390891842,0.010265723083421031,0.024919907760082138,13625.9008491478
Costa Rica,Mortalidad_Baja,0.59,0.04579906305898448,0.09516129032258064,0.011580131829292144,0.022542961168970862,12838.1185359009
Costa Rica,Mortalidad_Baja,0.5720000000000001,0.043589352383886545,0.08900189753320684,0.011883029574654829,0.021759846860715294,12394.0493969354
Costa Rica,Mortalidad_Baja,0.545,0.04580275990680921,0.08169829222011385,0.012063565148124464,0.02165988253741529,12884.6859951947
Costa Rica,Mortalidad_Baja,0.518,0.04365096286461043,0.07666793168880456,0.01354347336017731,0.019795080039906696,12590.2493781628
Costa Rica,Mortalidad_Baja,0.554,0.04469262691324938,0.08094497153700189,0.013273280286081218,0.01845128677785793,12317.0902771322
Costa Rica,Mortalidad_Baja,0.54,0.046010546299457666,0.07889943074003795,0.01423913722852742,0.017501451669666664,12091.0301606335
Costa Rica,Mortalidad_Baja,0.53,0.04709188947996462,0.07844402277039848,0.014019974987025495,0.01850488778698736,11714.7105980803
Costa Rica,Mortalidad_Baja,0.509,0.048932749563437725,0.07726755218216319,0.015024980943685666,0.018429037592940588,10911.4978783227
Costa Rica,Mortalidad_Baja,0.48,0.04874658692667249,0.07468690702087287,0.015592000754772144,0.019459089014045725,10803.2401961972
Costa Rica,Mortalidad_Baja,0.53,0.04677645880681235,0.08548387096774193,0.015146894639434548,0.01869389619573342,10126.999102414
Costa Rica,Mortalidad_Baja,0.53,0.045624949723222334,0.08850094876660342,0.016531531168811727,0.01756287735382868,9276.39107510528
Costa Rica,Mortalidad_Baja,0.51,0.04589654809583271,0.08709677419354839,0.019895888063683,0.015123991712666577,8265.78820275899
Costa Rica,Mortalidad_Baja,0.5,0.04605708299448027,0.08823529411764706,0.022060082948183457,0.014213702507510874,6832.69829924138
Costa Rica,Mortalidad_Baja,0.41000000000000003,0.04624615895741657,0.07313092979127134,0.026625222506095943,0.014586443540916977,6937.24261596055
Costa Rica,Mortalidad_Baja,0.42,0.046645389769081655,0.07571157495256167,0.0294869284245826,0.012633522806562198,6137.71199925542
Costa Rica,Mortalidad_Baja,0.49,0.04476646749351262,0.08925996204933585,0.02691742327690792,0.011818392832259,5256.59640859159
Costa Rica,Mortalidad_Baja,0.43,0.04173022810332985,0.079146110056926,0.031373454287182856,0.011634963309236952,4703.00721784778
Costa Rica,Mortalidad_Baja,0.45,0.0423333977732949,0.08453510436432637,0.03077937423752097,0.011546557080654713,4431.0117207843
Costa Rica,Mortalidad_Baja,0.45,0.0361212775566428,0.08624288425047438,0.030736500815757323,0.011867660095405226,4173.14856415514
Costa Rica,Mortalidad_Baja,0.54,0.03432583431872986,0.10656546489563568,0.024419048622824416,0.013082471742029258,4067.71851429092
Costa Rica,Mortalidad_Baja,0.51,0.03301954207379185,0.10451612903225807,0.025707547637709344,0.013810546255512904,3985.12984506207
Costa Rica,Mortalidad_Baja,0.56,0.03341594504298231,0.11901328273244781,0.02584099845680508,0.012776379092987471,3812.75388284924
Costa Rica,Mortalidad_Baja,0.5,0.030498325391049602,0.1204933586337761,0.03992342318183874,0.00991482010743003,3275.25256447416
Croatia,Mortalidad_Baja,0.5,0.09955692659442641,0.03700189753320683,0.01061793524801009,0.011958752854851507,18466.0955472648
Croatia,Mortalidad_Baja,0.514,0.10222738563403419,0.03803795066413662,0.010226442850861066,0.012111396358367436,17789.9304736722
Croatia,Mortalidad_Baja,0.51,0.09723141551352724,0.03870967741935484,0.009597739918042964,0.013674279806673162,14808.4620188819
Croatia,Mortalidad_Baja,0.386,0.10040358248886279,0.02929791271347249,0.011579918582262946,0.015288414216421584,15563.8167397199
Croatia,Mortalidad_Baja,0.405,0.09828922813934998,0.030740037950664136,0.01139998057476467,0.014695934775586983,15460.4183295843
Croatia,Mortalidad_Baja,0.434,0.09978965111032839,0.03376470588235293,0.010418955135944746,0.015534138377634244,13902.6310485422
Croatia,Mortalidad_Baja,0.48,0.09501974067019263,0.037343453510436435,0.00997308664675112,0.014490411689376185,12821.1738140304
Croatia,Mortalidad_Baja,0.48,0.09322623061290984,0.03825426944971537,0.009659831086445284,0.015515435308573201,12285.3032582105
Croatia,Mortalidad_Baja,0.41100000000000003,0.0881813046892052,0.032755218216318785,0.011186642016269928,0.015675091712434173,14187.9694531493
Croatia,Mortalidad_Baja,0.4,0.09192673399478855,0.03263757115749526,0.013445324604886247,0.01330758603735673,14136.3967669505
Croatia,Mortalidad_Baja,0.41000000000000003,0.09331633657307292,0.0342314990512334,0.012531101809342199,0.014489040690909305,13508.6836989693
Croatia,Mortalidad_Baja,0.41000000000000003,0.09873339151760814,0.03500948766603416,0.013829186456297889,0.01318545577246452,14694.9993201417
Croatia,Mortalidad_Baja,0.44,0.10076768786705903,0.039240986717267556,0.012958263226300665,0.013822586369799631,13731.2865213989
Croatia,Mortalidad_Baja,0.41000000000000003,0.10163775302249103,0.037343453510436435,0.015209180330609157,0.012688907710663623,14475.9632928725
Croatia,Mortalidad_Baja,0.34,0.10518074806451919,0.03225806451612903,0.01785657485356933,0.013806606320355632,15889.4347074759
Croatia,Mortalidad_Baja,0.34,0.10793121224164695,0.03419354838709677,0.01698067882309615,0.015768577440008945,13757.605654192
Croatia,Mortalidad_Baja,0.35000000000000003,0.10383539504057644,0.03652751423149905,0.017781531366252924,0.015056929084227988,11502.753124287
Croatia,Mortalidad_Baja,0.37,0.1044555402601876,0.04072106261859582,0.016350363351040002,0.016614860718949232,10443.5278353294
Croatia,Mortalidad_Baja,0.38,0.1029619673929095,0.04398481973434535,0.018189445490306176,0.015031637290843365,9718.97322801967
Croatia,Mortalidad_Media,0.39,0.10300911603102701,0.04884250474383301,0.015791080224339775,0.01896130928947788,8190.11135193887
Croatia,Mortalidad_Media,0.37,0.09616656964550176,0.046337760910815935,0.02047626453805771,0.014795280110426396,6219.58164143945
Croatia,Mortalidad_Media,0.27,0.09390712996801653,0.03535104364326376,0.028758696969489173,0.015158267625705832,5364.83824691607
Croatia,Mortalidad_Media,0.5,0.0869176584781868,0.0683111954459203,0.01554448449762972,0.015942566154180788,4953.65158789022
Croatia,Mortalidad_Media,0.4132,0.07551765319578085,0.0674292220113852,0.02140012306490965,0.0169023052142539,4929.05772183424
Cyprus,Mortalidad_Baja,0.629,0.07764048725927641,0.03341935483870967,0.0029247694559849467,0.028316298530788257,33894.44921875
Cyprus,Mortalidad_Baja,0.65,0.0768752882388778,0.03330170777988615,0.003616702194964574,0.020557426794649745,33734.03515625
Cyprus,Mortalidad_Baja,0.5760000000000001,0.07559233751748776,0.02841745730550285,0.004958280622027996,0.015610183939172748,28649.015625
Cyprus,Mortalidad_Baja,0.43700000000000006,0.08113735600381476,0.021559772296015182,0.006259243799653615,0.01644458738704692,29703.052734375
Cyprus,Mortalidad_Baja,0.413,0.081859472885143,0.01959203036053131,0.006509068720972887,0.0160173746678761,29599.986328125
Cyprus,Mortalidad_Baja,0.536,0.08280633557781128,0.024409867172675518,0.00540798454802601,0.01389816949067005,26696.990234375
Cyprus,Mortalidad_Baja,0.63,0.08131463012209819,0.028690702087286524,0.005324108526299522,0.011562323674922343,24715.154296875
Cyprus,Mortalidad_Baja,0.63,0.0773944084833676,0.028690702087286524,0.004639204994842854,0.013756813715784815,23487.228515625
Cyprus,Mortalidad_Baja,0.64,0.07656720606525058,0.029146110056925995,0.004510223852304026,0.013970487867525633,27244.3515625
Cyprus,Mortalidad_Baja,0.63,0.07595223027840257,0.02988614800759013,0.005057310969749883,0.012998517485257407,27797.45703125
Cyprus,Mortalidad_Baja,0.63,0.08940321243813162,0.02988614800759013,0.0049702492383512115,0.013284048252302253,28991.935546875
Cyprus,Mortalidad_Baja,0.66,0.09670212540507485,0.03256166982922201,0.005085793550334953,0.012789341296287603,32485.796875
Cyprus,Mortalidad_Baja,0.64,0.10129783506857847,0.03400379506641366,0.005030424906802955,0.014765381383212732,31105.02734375
Cyprus,Mortalidad_Baja,0.53,0.1068243850307987,0.029165085388994306,0.005871246672253647,0.01605837522915018,32236.44921875
Cyprus,Mortalidad_Baja,0.56,0.11089276533522543,0.03294117647058823,0.005848665665809648,0.016360506116049573,35397.296875
Cyprus,Mortalidad_Baja,0.5700000000000001,0.10599842366147863,0.03569259962049336,0.0055545161620704255,0.018350848201202915,31244.87890625
Cyprus,Mortalidad_Baja,0.54,0.10208049889826541,0.036888045540796964,0.006594543809523353,0.01769929663712034,26729.28125
Cyprus,Mortalidad_Baja,0.61,0.09986253585160768,0.045142314990512335,0.007024220910404254,0.015606563282442138,24959.26171875
Cyprus,Mortalidad_Baja,0.7000000000000001,0.09992348220868716,0.057115749525616696,0.006891805458672508,0.015214516359929797,23792.619140625
Cyprus,Mortalidad_Baja,0.7000000000000001,0.1083897280231676,0.061100569259962045,0.007494343713610973,0.014913790677343506,20252.24609375
Cyprus,Mortalidad_Baja,0.7000000000000001,0.10136500346710774,0.06641366223908918,0.008467466104558565,0.01422228291320639,16093.2158203125
Cyprus,Mortalidad_Baja,0.5,0.10175507408363843,0.051233396584440226,0.012081413296613733,0.015268683889658767,14821.44921875
Cyprus,Mortalidad_Baja,0.5,0.10466018868421739,0.05502846299810247,0.011413214883187287,0.01781207846343194,14388.3525390625
Cyprus,Mortalidad_Baja,0.5918,0.09116353611653358,0.08983681214421252,0.012627333652528426,0.018937529722882346,15261.4169921875
Denmark,Mortalidad_Baja,0.995,0.12155292202842032,0.05852941176470588,0.0012416149023522114,0.048826464111972605,68091.3191138669
Denmark,Mortalidad_Baja,0.934,0.1277443155175208,0.05671347248576851,0.001657599901981414,0.03963645983395252,69727.9873677012
Denmark,Mortalidad_Baja,0.93,0.12195218538969416,0.05647058823529412,0.00225023670577927,0.028463930344385324,60985.4885601514
Denmark,Mortalidad_Baja,0.858,0.12755051358579464,0.053726755218216314,0.002263470874461711,0.031997992918610926,59404.2663247723
Denmark,Mortalidad_Baja,0.841,0.132802363661595,0.05425806451612903,0.0018549386709864311,0.04197487931113755,61324.7665045565
Denmark,Mortalidad_Baja,0.8490000000000001,0.13399001819868267,0.0547741935483871,0.002321799809758233,0.03252985967452203,57521.5514992225
Denmark,Mortalidad_Baja,0.92,0.13373206643877383,0.061100569259962045,0.0015795893366285887,0.04673130886878459,54500.9260410217
Denmark,Mortalidad_Baja,0.91,0.1317312973208113,0.060436432637571154,0.0015617351952879359,0.04785940621699866,53094.0133607574
Denmark,Mortalidad_Baja,0.937,0.1332621288185666,0.06222960151802656,0.002259988089666293,0.031033640159700907,62520.4509747011
Denmark,Mortalidad_Baja,0.9400000000000001,0.14228049124897374,0.062428842504743835,0.0020916740560115187,0.033678187422731334,61377.5940590412
Denmark,Mortalidad_Baja,0.93,0.14211972235127623,0.061764705882352944,0.0027214117196699868,0.025426534320500856,58443.7747103968
Denmark,Mortalidad_Baja,0.93,0.1489169966945216,0.061764705882352944,0.0021338284303710265,0.033337413710667424,61809.737898222
Denmark,Mortalidad_Baja,0.93,0.16188675503713523,0.061764705882352944,0.0019994240620033123,0.03580037761914744,58104.5445594981
Denmark,Mortalidad_Baja,0.9400000000000001,0.1554473102994607,0.0642125237191651,0.0013431589886141301,0.055931929845253435,58412.7472358513
Denmark,Mortalidad_Baja,0.9500000000000001,0.16210358965156257,0.06669829222011385,0.0013862313403386075,0.05506477776177797,64616.6657583663
Denmark,Mortalidad_Baja,0.9500000000000001,0.1678507189560482,0.06850094876660341,0.001927593656643683,0.03980696334534536,58631.6566433635
Denmark,Mortalidad_Baja,0.9500000000000001,0.1726384552434409,0.07030360531309297,0.0018887662777579825,0.041850926018885654,52119.1787984282
Denmark,Mortalidad_Baja,0.9500000000000001,0.16126354997069337,0.07390891840607211,0.0018620114369891363,0.04484853071054008,48925.8076698784
Denmark,Mortalidad_Baja,0.9500000000000001,0.16654296665359666,0.07571157495256167,0.002629929512911934,0.03162042885077468,46625.050098011
Denmark,Mortalidad_Baja,0.9500000000000001,0.17262388127998718,0.07931688804554081,0.0026137565798783732,0.03350978307235341,40519.0974905924
Denmark,Mortalidad_Baja,0.98,0.16366037382011708,0.08368121442125237,0.002801712969301706,0.030745531768591232,33257.1622586509
Denmark,Mortalidad_Baja,1.0,0.16599047737097233,0.0872865275142315,0.003613997685561975,0.02313988846363813,30768.4775471112
Denmark,Mortalidad_Baja,1.0,0.16156882995095484,0.08918406072106262,0.0033632130261301457,0.02572927570338073,30722.0251837567
Denmark,Mortalidad_Baja,0.726,0.17160418240091602,0.07439089184060721,0.006100856772331191,0.022025291708066903,35321.0980773087
Djibouti,Mortalidad_Alta,0.245,0.024003016042413478,0.21338709677419354,0.0168022933357231,0.22833175636151723,3133.25779772463
Djibouti,Mortalidad_Alta,0.27899999999999997,0.036207613503427036,0.25041176470588233,0.01686411284385871,0.20553970534249044,3025.91126413549
Djibouti,Mortalidad_Alta,0.255,0.05212494344348553,0.23612903225806453,0.01225590630471719,0.32108098714214206,2844.88810647853
Djibouti,Mortalidad_Alta,0.281,0.05212494344348553,0.26873624288425046,0.008459856716006567,0.43713632266427294,2837.16902340932
Djibouti,Mortalidad_Alta,0.29,0.06334609022534861,0.2861480075901328,0.007643532465591188,0.4840414468842396,2718.08338799203
Djibouti,Mortalidad_Alta,0.326,0.05153312554173943,0.33094876660341555,0.006211670031770286,0.545545528314412,2618.95521147369
Djibouti,Mortalidad_Alta,0.34,0.0331613118513821,0.3554838709677419,0.004581539702236284,0.7315250819768827,2510.4300076241
Djibouti,Mortalidad_Alta,0.36,0.060771395424579405,0.3866413662239089,0.004602644013471437,0.7063255515023364,2376.12554719873
Djibouti,Mortalidad_Alta,0.309,0.02285877695132655,0.3418349146110057,0.006198304237985811,0.6290532139105581,2214.62084142432
Djibouti,Mortalidad_Alta,0.3,0.03075747396970195,0.3409867172675522,0.006226814403776234,0.6628350159585495,2075.94498424748
Djibouti,Mortalidad_Alta,0.32,0.01693378185732375,0.37404174573055027,0.07719545665972329,0.04850187194827189,1400.19357858954
Djibouti,Mortalidad_Alta,0.28,0.01680298447573577,0.33631878557874767,0.14388343501359863,0.029338565036436462,1306.34552844977
Djibouti,Mortalidad_Alta,0.3,0.018223062392565274,0.36944971537001897,0.10922841707363694,0.037842409665497935,1213.23352553429
Djibouti,Mortalidad_Alta,0.29,0.015427934348307373,0.36648956356736245,0.11277730446207024,0.039001624684379975,1150.9375857489
Djibouti,Mortalidad_Alta,0.3,0.021639747777491197,0.3876660341555977,0.1072447987563146,0.04066964496948326,1119.15233346969
Djibouti,Mortalidad_Alta,0.3,0.007137149123529056,0.39791271347248575,0.16814749591743383,0.0254844522560308,969.573220191902
Djibouti,Mortalidad_Alta,0.3,0.0073035408953772965,0.4075901328273245,0.13121257775516534,0.034484724684497585,898.464628136774
Djibouti,Mortalidad_Alta,0.3,0.0072357057597265415,0.41726755218216316,0.15978997891961055,0.028463517471521926,844.4483573908
Djibouti,Mortalidad_Alta,0.3,0.007020014083245106,0.4263757115749526,0.12868891289204806,0.03700147049523118,806.261652944964
Djibouti,Mortalidad_Alta,0.3,0.011670471988246296,0.4349146110056926,0.10807945687574365,0.04564793669526844,764.634465224597
Djibouti,Mortalidad_Alta,0.3,0.014055480137195632,0.444022770398482,0.10122396054872788,0.05005768684314006,743.013270420348
Djibouti,Mortalidad_Alta,0.3,0.014055480137195632,0.452561669829222,0.10122396054872788,0.05108383639050754,742.133791107063
Djibouti,Mortalidad_Alta,0.3,0.012717461749303917,0.4605313092979127,0.09759694760289701,0.05409832258244484,737.612183644052
Djibouti,Mortalidad_Alta,0.24980000000000002,0.011920950009051672,0.40290322580645166,0.1331361799161983,0.0497930026009266,786.201866748458
Dominican Republic,Mortalidad_Media,0.308,0.04365852184258007,0.1700721062618596,0.021100722442436194,0.08971632366042602,10104.2449349081
Dominican Republic,Mortalidad_Media,0.34600000000000003,0.043135287435412305,0.1956508538899431,0.019063470064985523,0.09055394204878542,8527.0754858205
Dominican Republic,Mortalidad_Media,0.312,0.0386529738892743,0.17997722960151802,0.022679712725118262,0.08594733392438238,7135.22273255899
Dominican Republic,Mortalidad_Media,0.23199999999999998,0.043106881330639446,0.1360303605313093,0.029168961923807094,0.09155580917328594,8183.01623600375
Dominican Republic,Mortalidad_Media,0.262,0.03950005133406132,0.15511195445920303,0.027300193840611588,0.08731530081068825,7882.98221584944
Dominican Republic,Mortalidad_Media,0.309,0.03780763037489911,0.1835237191650854,0.024495322122309184,0.08260454036426136,7412.71571571512
Dominican Republic,Mortalidad_Media,0.32,0.03865420041043008,0.19005692599620494,0.024579533944426805,0.0793672930673488,7160.44200982307
Dominican Republic,Mortalidad_Media,0.29,0.03657903789260126,0.1716888045540797,0.027293744952634764,0.07858537909413398,6800.95309395474
Dominican Republic,Mortalidad_Media,0.273,0.034159436629605515,0.16058823529411767,0.02772658458509074,0.081777747638944,6496.45166971142
Dominican Republic,Mortalidad_Media,0.26,0.03492841293319974,0.15244781783681213,0.030053512556607147,0.07884910298813948,6136.59429329301
Dominican Republic,Mortalidad_Media,0.3,0.03627769669777568,0.17533206831119544,0.026801681311596885,0.07627561395367934,6013.81965002603
