country,categoria_expectativa_vida,tsne_dim1,tsne_dim2,umap_dim1,umap_dim2,gdp_per_capita_current_us$
Burundi,Mortalidad_Alta,-52.777924,-3.1164172,-2.7571893,17.361845,166.162744906755
Burundi,Mortalidad_Alta,-30.586123,-49.464466,9.24134,15.492584,161.892755640319
Burundi,Mortalidad_Alta,-53.068592,-11.040438,-2.0475974,18.204264,147.234619294225
Burundi,Mortalidad_Alta,-52.579796,-11.841986,-1.9055779,18.237976,125.194965184533
Burundi,Mortalidad_Alta,-52.067104,-12.855715,-1.7269198,18.232653,111.406682804391
Burundi,Mortalidad_Alta,-51.751877,-13.361714,-1.6664705,18.238482,120.952308575468
Burundi,Mortalidad_Alta,-51.64004,-13.841536,-1.5965179,18.252634,132.159554541932
Burundi,Mortalidad_Alta,-49.705658,-15.353491,-1.2417073,18.339338,134.537861752389
Burundi,Mortalidad_Alta,-51.593334,-15.546923,-1.4832474,18.463976,164.915311679326
Cabo Verde,Mortalidad_Baja,12.090879,35.273518,-3.5894809,5.577882,4323.31362032709
Cabo Verde,Mortalidad_Media,11.51962,31.369751,-3.412638,5.6672187,3971.44409203423
Cabo Verde,Mortalidad_Media,11.132097,31.049551,-3.4332879,5.7094226,3539.22661248299
Cabo Verde,Mortalidad_Baja,11.546247,29.77487,-3.2031507,5.661861,4380.78117331128
Cabo Verde,Mortalidad_Media,11.244257,30.165922,-3.2349074,5.714433,4294.96510035729
Cabo Verde,Mortalidad_Media,11.456974,29.757404,-3.1662061,5.706361,3893.09571382506
Cabo Verde,Mortalidad_Media,12.068613,34.39273,-3.5967824,5.627139,3608.96605234906
Cabo Verde,Mortalidad_Media,25.717365,-41.93467,10.244574,9.304898,3415.06266730931
Cabo Verde,Mortalidad_Media,11.545289,33.5654,-3.5972733,5.652882,3985.60706548134
Cabo Verde,Mortalidad_Media,11.646213,33.416298,-3.5814958,5.6432776,3960.97596791345
Cabo Verde,Mortalidad_Media,11.596868,32.87578,-3.5819418,5.6861973,3736.81517011087
Cabo Verde,Mortalidad_Media,11.364506,32.811462,-3.5875585,5.6808844,4002.01386888785
Cabo Verde,Mortalidad_Media,11.562416,32.733604,-3.5639672,5.663053,3579.46006137809
Cabo Verde,Mortalidad_Media,11.268478,32.554436,-3.6065648,5.7180386,3659.72046361628
Cabo Verde,Mortalidad_Media,3.2679243,23.521206,-2.6718526,8.267791,3908.64885822576
Cabo Verde,Mortalidad_Media,15.742005,-56.827293,10.122418,11.595642,3324.57675212498
Cabo Verde,Mortalidad_Media,1.5720664,20.293892,-2.527849,8.553893,2256.99666191075
Cabo Verde,Mortalidad_Media,1.5155718,20.300968,-2.5085983,8.575414,2004.14680417563
Cabo Verde,Mortalidad_Media,1.4792799,20.277596,-2.5243323,8.567259,1929.49081468781
Cabo Verde,Mortalidad_Media,1.4292012,20.294275,-2.5269787,8.594733,1717.97565369655
Cabo Verde,Mortalidad_Media,1.3561586,20.290089,-2.5662098,8.656275,1328.57874270666
Cabo Verde,Mortalidad_Media,15.972918,-56.846825,10.266059,11.758044,1223.33055331575
Cabo Verde,Mortalidad_Media,-4.0254664,22.40165,-2.7798772,9.032488,1189.51479345891
Cabo Verde,Mortalidad_Alta,-21.682514,12.991808,-2.0894082,13.376294,1165.13832331934
Cambodia,Mortalidad_Media,-49.506,30.46835,-5.4385457,13.920672,2325.03050040841
Cambodia,Mortalidad_Media,-49.536545,30.226002,-5.4240956,13.930294,2167.40324198499
Cambodia,Mortalidad_Media,-49.2029,30.24863,-5.471196,13.864897,2081.73914242939
Cambodia,Mortalidad_Media,-49.05666,30.336622,-5.428598,13.905174,2225.87705485686
Cambodia,Mortalidad_Media,-48.941364,30.098822,-5.4348726,13.903508,2036.67377566578
Cambodia,Mortalidad_Media,-48.820843,29.99783,-5.43383,13.906748,1826.35391688754
Cambodia,Mortalidad_Media,-48.861412,28.794567,-5.3444757,14.010164,1675.19555711109
Cambodia,Mortalidad_Media,-48.89299,28.312279,-5.319474,14.088643,1547.32010444393
Cambodia,Mortalidad_Media,-49.36757,27.655296,-5.339935,14.106466,1431.56396469993
Cambodia,Mortalidad_Media,-50.01364,26.621048,-5.242575,14.299733,1305.6600972686
Cambodia,Mortalidad_Media,-51.42545,23.833733,-5.170814,14.653216,1192.80263041673
Cambodia,Mortalidad_Media,-51.597942,23.170626,-5.0989275,14.778525,1088.98152823081
Cambodia,Mortalidad_Media,-51.524845,22.886993,-5.0539746,14.828324,952.274616324008
Cambodia,Mortalidad_Alta,-51.321056,22.362297,-4.978941,14.926875,875.748936193569
Cambodia,Mortalidad_Alta,-51.059933,21.696003,-4.8648205,14.964465,866.283999789749
Cambodia,Mortalidad_Alta,-50.231136,20.379757,-4.450494,15.120396,731.692295125426
Cambodia,Mortalidad_Alta,-51.60197,15.968201,-4.556956,15.100488,612.252648550727
Cambodia,Mortalidad_Alta,-48.994907,17.089699,-4.099258,15.26645,525.797325120926
Cambodia,Mortalidad_Alta,-48.41156,16.747011,-3.9945824,15.275934,444.199067529081
Cambodia,Mortalidad_Alta,-47.986362,-1.8875731,-2.7251525,16.821745,386.691123931778
Cambodia,Mortalidad_Alta,-47.672142,-2.5130932,-2.5275357,17.027977,350.147276634294
Cambodia,Mortalidad_Alta,-48.952717,-4.923983,-2.5742025,17.313482,327.500984314444
Cambodia,Mortalidad_Alta,-49.293137,-5.3669834,-2.5663157,17.409376,296.426687526334
Cambodia,Mortalidad_Alta,-50.17935,-14.305521,-1.4061803,18.33373,343.485224671585
Cameroon,Mortalidad_Alta,-22.442738,7.097768,-1.6734822,14.069083,1604.87726954895
Cameroon,Mortalidad_Alta,-19.749561,-55.40552,9.609811,14.12799,1672.32657340872
Cameroon,Mortalidad_Alta,-22.758766,7.0277658,-1.663606,14.08998,1555.60370660749
Cameroon,Mortalidad_Alta,-22.322117,6.246149,-1.6706021,14.137428,1555.22660476477
Cameroon,Mortalidad_Alta,-22.441824,6.100641,-1.6046687,14.198572,1610.69641591017
Cameroon,Mortalidad_Alta,-23.190002,6.0654106,-1.5335845,14.160935,1496.08951771242
Cameroon,Mortalidad_Alta,-22.512585,4.9056983,-1.4753358,14.512262,1441.7201725688
Cameroon,Mortalidad_Alta,-22.704725,4.5361257,-1.3581783,14.62614,1415.00009710569
Cameroon,Mortalidad_Alta,-20.67621,-55.973495,9.413646,14.210523,1649.4433905949
Cameroon,Mortalidad_Alta,-24.608307,0.041437946,-1.1124694,14.837559,1575.92882118897
Cameroon,Mortalidad_Alta,-25.085701,-0.21569677,-1.0516351,14.891633,1449.09874362279
Cameroon,Mortalidad_Alta,-25.272259,-0.42078966,-1.0226531,14.917384,1513.96056994878
Cameroon,Mortalidad_Alta,-25.390968,-0.8929753,-0.9741319,15.00267,1398.58702025047
Cameroon,Mortalidad_Alta,-25.505276,-1.2428391,-0.89244694,15.122724,1461.38999232337
Cameroon,Mortalidad_Alta,-25.706121,-1.7514161,-0.8329069,15.197175,1492.14269801453
Cameroon,Mortalidad_Alta,-27.21399,-57.188538,8.931805,14.529547,1325.67248215933
Cameroon,Mortalidad_Alta,-27.806915,-5.296843,-0.74870706,15.537705,1191.45458990968
Cameroon,Mortalidad_Alta,-27.820005,-5.4302793,-0.7254279,15.602184,1142.62466252106
Cameroon,Mortalidad_Alta,-28.472145,-5.422708,-0.70512056,15.722804,1133.39326749673
Cameroon,Mortalidad_Alta,-28.416899,-6.057845,-0.73785263,15.869638,988.241276791846
Cameroon,Mortalidad_Alta,-28.656898,-6.0340033,-0.71785825,15.898785,789.623811072554
Cameroon,Mortalidad_Alta,-28.364134,-56.316696,8.856547,14.71665,715.470296470585
Cameroon,Mortalidad_Alta,-31.391058,-9.779004,-0.70357674,16.175888,708.565731625965
Cameroon,Mortalidad_Alta,-32.013004,-10.324895,-0.73994124,16.41191,832.006674487689
Canada,Mortalidad_Baja,26.872692,13.219349,2.3012524,-6.9202137,56256.8007264015
Canada,Mortalidad_Baja,22.15185,53.72137,-1.0876125,1.7084478,52886.6616372703
Canada,Mortalidad_Baja,45.703587,19.260006,5.261616,-5.0165877,43537.839298904
Canada,Mortalidad_Baja,45.281227,19.963074,5.272755,-5.0257425,46352.8693445211
Canada,Mortalidad_Baja,44.78363,20.406904,5.306769,-5.0625277,46539.1761570405
Canada,Mortalidad_Baja,45.066795,20.397135,5.2969975,-5.050322,45129.628116623
Canada,Mortalidad_Baja,44.914955,20.019083,5.294925,-5.0483336,42314.0615817218
Canada,Mortalidad_Baja,45.05295,20.077545,5.3026695,-5.0571675,43594.1941045394
Canada,Mortalidad_Baja,46.07618,20.365604,5.267061,-5.0164,50960.8431174661
Canada,Mortalidad_Baja,45.998363,20.238537,5.260799,-5.011903,52638.1187235237
Canada,Mortalidad_Baja,46.299274,20.09657,5.254667,-5.005099,52670.3447335415
Canada,Mortalidad_Baja,46.05529,20.406435,5.254576,-5.004945,52223.8588398531
Canada,Mortalidad_Baja,45.974506,20.052906,5.261943,-5.0137568,47560.6666009406
Canada,Mortalidad_Baja,45.807587,19.820854,5.2692637,-5.021089,40874.8831932903
Canada,Mortalidad_Baja,46.118687,21.11769,5.165685,-4.901602,46710.2526864484
Canada,Mortalidad_Baja,45.889137,21.232012,5.164765,-4.9040804,44660.0838892281
Canada,Mortalidad_Baja,46.078453,21.36106,5.1737843,-4.912751,40504.0370977806
Canada,Mortalidad_Baja,46.498882,21.477354,5.1743965,-4.9132466,36383.6600068095
Canada,Mortalidad_Baja,46.80232,21.37516,5.1618853,-4.9025607,32145.5412620217
Canada,Mortalidad_Baja,46.714016,21.167244,5.1767817,-4.9177284,28301.8645937428
Canada,Mortalidad_Baja,47.108074,20.919657,5.200876,-4.94374,24256.0192337185
Canada,Mortalidad_Baja,47.161346,21.08914,5.192726,-4.934188,23822.096210932
Canada,Mortalidad_Baja,47.20768,21.455275,5.1727924,-4.913101,24271.0020563821
Canada,Mortalidad_Baja,46.93551,20.144228,5.205663,-4.953361,20679.634792669
Central African Republic,Mortalidad_Alta,-45.863052,-19.817919,-0.94876605,18.373117,467.359825026238
Central African Republic,Mortalidad_Alta,-32.70348,-52.971718,8.856432,15.333751,492.263142830507
Central African Republic,Mortalidad_Alta,-42.390068,-9.157777,-1.4701681,17.247435,462.879071294011
Central African Republic,Mortalidad_Alta,-42.85639,-16.946848,-0.8780999,17.822596,449.228467602439
Central African Republic,Mortalidad_Alta,-42.061115,-8.803908,-1.5043246,17.227411,455.243962859534
Central African Republic,Mortalidad_Alta,-42.28469,-11.834681,-1.2186501,17.551556,432.324025684263
Central African Republic,Mortalidad_Alta,-42.01636,-9.209723,-1.42168,17.27572,387.176203444318
Central African Republic,Mortalidad_Alta,-42.061897,-8.852392,-1.5183378,17.225542,366.322853938121
Central African Republic,Mortalidad_Alta,-43.3779,-16.483147,-0.94973624,17.882229,409.8504859647
Central African Republic,Mortalidad_Alta,-42.266953,-9.868728,-1.3596224,17.290928,364.36696260838
Central African Republic,Mortalidad_Alta,-54.512383,-12.146256,-2.0005274,18.420671,544.395849142785
Central African Republic,Mortalidad_Alta,-54.650032,-12.668636,-1.9712355,18.538212,534.057281471636
Central African Republic,Mortalidad_Alta,-54.414867,-13.89142,-1.8493705,18.589409,476.873786950728
Central African Republic,Mortalidad_Alta,-45.88455,-19.84355,-0.9457542,18.36875,456.471673898404
Central African Republic,Mortalidad_Alta,-29.299772,-55.92642,8.823548,14.771844,437.24827472489
Central African Republic,Mortalidad_Alta,-42.878197,-11.362446,-1.2879558,17.547947,380.887048839475
Central African Republic,Mortalidad_Alta,-42.86634,-11.5830965,-1.3241501,17.555182,333.942519903031
Central African Republic,Mortalidad_Alta,-42.94762,-11.944402,-1.2854182,17.606136,311.950023138687
Central African Republic,Mortalidad_Alta,-43.133736,-12.142445,-1.2642002,17.665567,303.461321152782
Central African Republic,Mortalidad_Alta,-51.374657,-14.972041,-1.4845601,18.379444,278.403992150941
Central African Republic,Mortalidad_Alta,-43.27893,-12.488857,-1.278398,17.704174,248.639290978403
Central African Republic,Mortalidad_Alta,-46.54212,-15.725241,-0.8766217,18.16757,237.951702544735
Central African Republic,Mortalidad_Alta,-46.520485,-15.804001,-0.8923383,18.160889,239.154133726071
Central African Republic,Mortalidad_Alta,-44.003693,-15.387715,-0.827192,17.78461,333.145863233895
Chad,Mortalidad_Alta,-31.07076,-48.56716,9.256765,15.457598,966.036468278568
Chad,Mortalidad_Alta,-54.738632,-10.987942,-2.1162202,18.375586,946.358500208374
Chad,Mortalidad_Alta,-54.435802,-10.859147,-2.1173694,18.34228,866.947814890409
Chad,Mortalidad_Alta,-54.404488,-11.0676775,-2.0974226,18.340338,893.336441643325
Chad,Mortalidad_Alta,-31.0239,-49.08346,9.16328,15.517085,948.656629871231
Chad,Mortalidad_Alta,-53.931206,-11.272466,-2.0263505,18.31585,854.46120040098
Chad,Mortalidad_Alta,-53.681866,-11.293158,-2.057773,18.252909,861.831767630746
Chad,Mortalidad_Alta,-55.1988,-12.312008,-1.9733372,18.544369,993.990730610869
Chad,Mortalidad_Alta,-55.722378,-12.848433,-1.9574014,18.612118,1278.78981422494
Chad,Mortalidad_Alta,-55.734337,-12.946914,-1.9543872,18.608028,1304.88742971475
Chad,Mortalidad_Alta,-56.221767,-13.353988,-1.9420326,18.641953,1354.34344701937
Chad,Mortalidad_Alta,-31.069115,-51.916874,8.956351,15.307616,1308.1421872538
Chad,Mortalidad_Alta,-55.53991,-13.443026,-1.9601275,18.618753,1141.80069268412
Chad,Mortalidad_Alta,-55.317917,-13.510293,-1.9122643,18.617735,1035.63719694254
Chad,Mortalidad_Alta,-56.08136,-13.816232,-1.9143976,18.641901,1166.36883453841
Chad,Mortalidad_Alta,-55.951595,-13.972775,-1.9151521,18.648912,980.483531485103
Chad,Mortalidad_Alta,-55.658047,-14.0331545,-1.8885586,18.66834,906.897260572747
Chad,Mortalidad_Alta,-55.76517,-14.439256,-1.883237,18.681953,838.092107712557
Chad,Mortalidad_Alta,-55.750656,-14.476744,-1.8829081,18.644804,445.850767157087
Chad,Mortalidad_Alta,-31.757,-53.24807,8.823168,15.306686,289.087621122168
Chad,Mortalidad_Alta,-45.70988,-15.765496,-0.8728065,18.140356,219.061391951349
Chad,Mortalidad_Alta,-46.169098,-16.022734,-0.84995025,18.171997,194.32295331156
Chad,Mortalidad_Alta,-45.944725,-16.25207,-0.875857,18.191568,163.121663683369
Chad,Mortalidad_Alta,-42.164536,-14.975328,-0.82447296,17.674032,203.964852705041
Chile,Mortalidad_Baja,35.78959,-17.333145,11.961787,7.059126,15405.6165774073
Chile,Mortalidad_Baja,8.695673,49.58178,-2.226462,2.1934872,16206.8325493421
Chile,Mortalidad_Baja,35.589005,-17.457445,11.951047,7.0752773,13114.815470545
Chile,Mortalidad_Baja,9.303538,47.86085,-2.1818888,2.2830567,14495.716721687
Chile,Mortalidad_Baja,9.146839,47.809372,-2.196003,2.3154523,15659.4808675628
Chile,Mortalidad_Baja,35.31399,-17.050512,11.978347,7.039912,14879.9086227187
Chile,Mortalidad_Baja,9.428076,49.042984,-2.1845112,2.2846653,13649.8520452803
Chile,Mortalidad_Baja,35.34734,-17.150372,11.958804,7.0702124,13433.9202987032
Chile,Mortalidad_Baja,9.020274,49.06069,-2.217261,2.2259536,14529.6767206336
Chile,Mortalidad_Baja,35.48095,-17.171848,11.958664,7.0650787,15683.5486369155
Chile,Mortalidad_Baja,8.968686,49.209995,-2.183371,2.2555244,15241.9069981119
Chile,Mortalidad_Baja,36.031174,-17.516657,11.96807,7.0670037,14487.3927832032
Chile,Mortalidad_Baja,8.151203,49.13682,-2.2257755,2.1965783,12632.8704724192
Chile,Mortalidad_Baja,35.75041,-17.706137,11.944652,7.0877614,10098.8017167286
Chile,Mortalidad_Baja,8.399316,49.41203,-2.2325833,2.1847215,10683.2188772511
Chile,Mortalidad_Baja,7.746541,49.941345,-2.243066,2.1020982,10346.4138184533
Chile,Mortalidad_Baja,36.82648,-17.115042,11.932151,7.1016154,9318.65655296121
Chile,Mortalidad_Baja,8.020554,49.672913,-2.228463,2.1615644,7480.32330998636
Chile,Mortalidad_Baja,8.224445,49.583317,-2.2253976,2.198877,6120.59152055344
Chile,Mortalidad_Baja,35.732807,-18.034626,11.930307,7.1141076,4773.40177520754
Chile,Mortalidad_Baja,8.510633,49.050472,-2.21563,2.2367527,4430.84741157984
Chile,Mortalidad_Baja,8.473491,48.744682,-2.2396536,2.2504992,4563.5952986689
Chile,Mortalidad_Baja,35.398327,-18.651745,11.869737,7.239203,5052.99245766325
Chile,Mortalidad_Baja,-0.7997896,50.2034,-5.0955696,7.111663,5081.4682771561
China,Mortalidad_Baja,-3.9389007,44.02469,-4.7790318,7.864156,12970.6056414327
China,Mortalidad_Baja,14.88947,-12.775369,12.668005,9.969093,12887.4357242941
China,Mortalidad_Baja,14.838647,-12.811035,12.63903,9.992569,10627.4637989619
China,Mortalidad_Baja,14.964415,-12.748729,12.639819,9.962488,10342.9009524335
China,Mortalidad_Baja,14.930899,-12.794763,12.635035,9.975324,10085.6638148819
China,Mortalidad_Baja,9.983822,-24.305471,12.735599,10.329233,8979.67652709856
China,Mortalidad_Baja,9.624876,-25.22438,12.7073965,10.610557,8254.86859320357
China,Mortalidad_Baja,9.630341,-24.470165,12.862079,10.628104,8175.33285077393
China,Mortalidad_Baja,2.8131945,-23.616304,12.769157,11.208563,7781.06597484974
China,Mortalidad_Baja,2.5170004,-23.470366,12.824999,11.29787,7147.03518622344
China,Mortalidad_Baja,2.0892847,-23.390038,12.895337,11.374097,6405.0574241349
China,Mortalidad_Baja,1.8093653,-23.278278,12.857023,11.414291,5703.76027973346
China,Mortalidad_Baja,1.7080703,-23.301008,12.884777,11.42787,4629.24551710077
China,Mortalidad_Baja,-20.995619,41.2724,-5.263031,10.6314335,3898.24459158811
China,Mortalidad_Media,1.0799892,-23.458097,12.801935,11.692169,3523.44302065213
China,Mortalidad_Media,-21.267324,41.147484,-5.306227,10.692853,2734.72709877693
China,Mortalidad_Media,-21.664482,41.155453,-5.3313203,10.726182,2129.25696999613
China,Mortalidad_Media,-10.349127,-32.496086,12.323891,13.004699,1777.64496828464
China,Mortalidad_Media,-22.310423,40.696835,-5.317063,10.824183,1530.92726215723
China,Mortalidad_Media,-22.151262,40.454872,-5.280192,10.792242,1306.97245408557
China,Mortalidad_Media,-11.673938,-36.93876,11.907882,13.3952265,1163.55957673426
China,Mortalidad_Media,-22.356636,40.14041,-5.2579403,10.952168,1065.40597574519
China,Mortalidad_Media,-22.411346,40.06467,-5.1986766,11.033468,969.199513696287
China,Mortalidad_Media,-45.142673,28.19813,-4.805788,14.215166,612.680277898627
Colombia,Mortalidad_Baja,14.018806,-34.33947,11.444709,10.509955,6680.44506854481
Colombia,Mortalidad_Media,19.00783,-37.569588,11.010765,9.700437,6222.62164397614
Colombia,Mortalidad_Media,19.43483,-38.62829,10.70999,9.724629,5339.68711357943
Colombia,Mortalidad_Baja,12.86847,-38.37684,11.17141,10.387753,6472.54544924705
Colombia,Mortalidad_Baja,12.679809,-38.50598,11.166754,10.366385,6816.96818309544
Colombia,Mortalidad_Baja,13.467172,-39.290512,11.131234,10.318576,6479.53231292429
Colombia,Mortalidad_Baja,12.775812,-39.147655,11.140987,10.385082,5959.84250367574
Colombia,Mortalidad_Baja,12.079044,-39.19358,11.14279,10.455389,6248.51490534512
Colombia,Mortalidad_Baja,10.67987,-39.116066,11.142297,10.602662,8187.20824890084
Colombia,Mortalidad_Baja,9.728333,-39.18534,11.10104,10.696919,8279.10255642981
Colombia,Mortalidad_Baja,8.895423,-39.46707,11.0749855,10.730419,8108.59838244229
Colombia,Mortalidad_Media,8.467831,-39.722168,11.058204,10.785296,7400.9940695669
Colombia,Mortalidad_Media,9.408299,-40.159805,11.060879,10.733296,6398.2958447102
Colombia,Mortalidad_Media,9.278942,-40.4149,11.043785,10.728994,5250.97292433518
Colombia,Mortalidad_Media,8.514967,-40.48446,11.000182,10.817223,5541.83629665898
Colombia,Mortalidad_Media,-13.076381,35.65976,-4.421552,9.524828,4769.926147194
Colombia,Mortalidad_Media,-13.205495,35.76276,-4.5144815,9.631914,3789.85361217027
Colombia,Mortalidad_Media,8.555245,-41.5527,10.8644495,10.907094,3456.06610874512
Colombia,Mortalidad_Media,8.630477,-42.011547,10.837597,10.964253,2818.57195413044
Colombia,Mortalidad_Media,8.664292,-42.397797,10.604049,10.983573,2311.94218760291
Colombia,Mortalidad_Media,3.947345,-46.36422,10.78412,11.580389,2428.92969771584
Colombia,Mortalidad_Media,3.820731,-46.47014,10.80055,11.704778,2472.99084035833
Colombia,Mortalidad_Media,0.82683235,-46.455673,10.869818,12.002981,2555.00751039968
Colombia,Mortalidad_Media,-18.330568,25.77744,-3.6253355,12.092314,2583.34991436018
Comoros,Mortalidad_Alta,-35.442337,13.414057,-3.0923338,14.532796,1533.87755332151
Comoros,Mortalidad_Alta,-35.556473,13.236809,-3.0912392,14.538988,1587.72988601478
Comoros,Mortalidad_Alta,-35.527954,13.223108,-3.09463,14.538996,1527.16990927956
Comoros,Mortalidad_Alta,-35.529453,13.129925,-3.0683334,14.572823,1519.26386326167
Comoros,Mortalidad_Alta,-35.498913,12.641599,-3.0262702,14.6279125,1540.71132331975
Comoros,Mortalidad_Alta,-35.397793,11.991588,-2.9582124,14.741432,1423.92480215551
Comoros,Mortalidad_Alta,-35.521893,11.762738,-2.9313538,14.759484,1365.48403353158
Comoros,Mortalidad_Alta,-35.412384,11.513089,-2.8623161,14.831286,1329.3704808998
Comoros,Mortalidad_Alta,-21.884377,-52.47409,9.714421,14.549448,1615.71718460209
Comoros,Mortalidad_Alta,-35.767918,11.307199,-2.8386607,14.858267,1603.32653496691
Comoros,Mortalidad_Alta,-35.711018,10.937879,-2.8195934,14.92493,1490.31425650871
Comoros,Mortalidad_Alta,-35.79155,10.88338,-2.782406,14.946137,1531.43969320468
Comoros,Mortalidad_Alta,-35.888012,10.668115,-2.7510731,14.937579,1386.57533553376
Comoros,Mortalidad_Alta,-35.94795,10.257399,-2.7277641,15.004473,1410.30516959473
Comoros,Mortalidad_Alta,-35.7002,9.927148,-2.6676023,14.994623,1455.02768595586
Comoros,Mortalidad_Alta,-36.22691,8.992754,-2.5724869,15.158642,1289.73631056361
Comoros,Mortalidad_Alta,-36.340767,8.73063,-2.557056,15.181447,1154.90422349749
Comoros,Mortalidad_Alta,-36.350067,8.549035,-2.5591486,15.194338,1103.20658498402
Comoros,Mortalidad_Alta,-23.1674,-53.570774,9.546775,14.612243,1091.27216412426
Comoros,Mortalidad_Alta,-36.260326,7.6891904,-2.4819958,15.25805,959.787894504834
Comoros,Mortalidad_Alta,-36.305313,7.499347,-2.4515738,15.266367,762.116930318449
Comoros,Mortalidad_Alta,-36.36759,7.3960924,-2.4549768,15.254425,691.699908770798
Comoros,Mortalidad_Alta,-36.247128,7.0950003,-2.3267415,15.255279,655.007796688241
Comoros,Mortalidad_Alta,-32.391003,1.6767842,-1.7358543,15.5225525,812.215996806703
Costa Rica,Mortalidad_Baja,40.895508,-28.729322,14.817895,6.3417444,13625.9008491478
Costa Rica,Mortalidad_Baja,40.762035,-29.048939,14.837592,6.383264,12838.1185359009
Costa Rica,Mortalidad_Baja,40.814014,-29.443712,14.843897,6.3833327,12394.0493969354
Costa Rica,Mortalidad_Baja,40.990402,-29.850311,14.834657,6.3486466,12884.6859951947
Costa Rica,Mortalidad_Baja,40.780403,-30.156858,14.874452,6.3571,12590.2493781628
Costa Rica,Mortalidad_Baja,40.778145,-29.732952,14.827988,6.347779,12317.0902771322
Costa Rica,Mortalidad_Baja,40.516758,-29.947165,14.853929,6.3763413,12091.0301606335
Costa Rica,Mortalidad_Baja,40.47111,-30.119013,14.854663,6.379288,11714.7105980803
Costa Rica,Mortalidad_Baja,40.167168,-30.409077,14.856258,6.4107504,10911.4978783227
Costa Rica,Mortalidad_Baja,39.90897,-30.671774,14.8738785,6.4122744,10803.2401961972
Costa Rica,Mortalidad_Baja,39.540833,-30.534254,14.858759,6.4442987,10126.999102414
Costa Rica,Mortalidad_Baja,39.137844,-30.72739,14.84563,6.451344,9276.39107510528
Costa Rica,Mortalidad_Baja,38.667866,-30.923616,14.83118,6.4870734,8265.78820275899
Costa Rica,Mortalidad_Baja,38.420788,-31.000828,14.7672,6.5514045,6832.69829924138
Costa Rica,Mortalidad_Baja,18.571287,-31.552216,11.913514,9.827722,6937.24261596055
Costa Rica,Mortalidad_Baja,18.53225,-31.82514,11.901091,9.832523,6137.71199925542
Costa Rica,Mortalidad_Baja,18.843977,-32.86394,11.802444,9.716213,5256.59640859159
Costa Rica,Mortalidad_Baja,18.547253,-32.029068,11.88914,9.811558,4703.00721784778
Costa Rica,Mortalidad_Baja,18.535786,-32.323097,11.848339,9.80031,4431.0117207843
Costa Rica,Mortalidad_Baja,18.589931,-32.36094,11.8442335,9.788954,4173.14856415514
Costa Rica,Mortalidad_Baja,18.982502,-34.021282,11.623746,9.515151,4067.71851429092
Costa Rica,Mortalidad_Baja,18.751259,-33.82277,11.67395,9.615058,3985.12984506207
Costa Rica,Mortalidad_Baja,18.914268,-34.364815,11.611391,9.462781,3812.75388284924
Costa Rica,Mortalidad_Baja,15.56872,-34.623547,11.818079,10.29035,3275.25256447416
Croatia,Mortalidad_Baja,21.42215,-21.556501,12.732187,8.615896,18466.0955472648
Croatia,Mortalidad_Baja,21.63929,-21.033144,12.724403,8.560101,17789.9304736722
Croatia,Mortalidad_Baja,21.42107,-21.428196,12.700139,8.56662,14808.4620188819
Croatia,Mortalidad_Baja,19.194569,-24.289787,12.668305,9.139694,15563.8167397199
Croatia,Mortalidad_Baja,19.413637,-24.026316,12.680299,9.090913,15460.4183295843
Croatia,Mortalidad_Baja,19.912836,-23.482544,12.664557,9.017617,13902.6310485422
Croatia,Mortalidad_Baja,21.07453,-21.893677,12.699204,8.653089,12821.1738140304
Croatia,Mortalidad_Baja,21.114052,-21.912758,12.720086,8.695209,12285.3032582105
Croatia,Mortalidad_Baja,19.490616,-24.01698,12.684739,9.097042,14187.9694531493
Croatia,Mortalidad_Baja,19.182964,-24.082064,12.678489,9.094041,14136.3967669505
Croatia,Mortalidad_Baja,19.378119,-23.806221,12.678601,9.0851145,13508.6836989693
Croatia,Mortalidad_Baja,19.313154,-23.612068,12.681331,9.087631,14694.9993201417
Croatia,Mortalidad_Baja,20.068514,-23.20639,12.656893,8.9685755,13731.2865213989
Croatia,Mortalidad_Baja,18.685387,-23.367096,12.763896,9.173398,14475.9632928725
Croatia,Mortalidad_Baja,14.546812,-21.955135,13.26917,9.719713,15889.4347074759
Croatia,Mortalidad_Baja,-2.7649913,42.54801,-4.7197,7.882786,13757.605654192
Croatia,Mortalidad_Baja,-3.0713737,42.761013,-4.7610526,7.8790245,11502.753124287
Croatia,Mortalidad_Baja,-2.7757854,43.003677,-4.813607,7.8088923,10443.5278353294
Croatia,Mortalidad_Baja,13.572605,-21.733282,13.188932,9.788471,9718.97322801967
Croatia,Mortalidad_Media,-2.596685,43.357952,-4.7974315,7.8268514,8190.11135193887
Croatia,Mortalidad_Media,-3.010896,43.41834,-4.825907,7.794032,6219.58164143945
Croatia,Mortalidad_Media,6.4212747,-28.239372,12.5515995,11.228967,5364.83824691607
Croatia,Mortalidad_Media,19.182552,-13.755985,13.422395,8.87191,4953.65158789022
Croatia,Mortalidad_Media,-2.4491062,46.62056,-4.951985,7.636145,4929.05772183424
Cyprus,Mortalidad_Baja,54.417076,-28.93966,16.031404,4.677465,33894.44921875
Cyprus,Mortalidad_Baja,54.290844,-28.36029,16.016752,4.6765847,33734.03515625
Cyprus,Mortalidad_Baja,53.42821,-29.127588,16.029213,4.7404103,28649.015625
Cyprus,Mortalidad_Baja,49.625732,-35.54173,15.953476,5.611691,29703.052734375
