country,categoria_expectativa_vida,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,gdp_per_capita_current_us$
Algeria,Mortalidad_Baja,-0.26289820299950356,0.1382311168096946,-0.46125909204066756,-0.7592059989600519,-0.8734429185320574,0.18912555527536548,0.25578259407113807,0.31305322195323393,4468.45341883656
Algeria,Mortalidad_Baja,-0.29885295585300165,0.14772748761274943,-0.48488418189327576,-0.7176000529684851,-0.9144801530298406,0.19257488218623656,0.19195918305673618,0.3179464551863214,4577.21029180491
Algeria,Mortalidad_Baja,-0.20368561145146394,0.14862573936352624,-0.43321922315829287,-0.7911246612477718,-0.7650198793896816,0.23130942353034956,0.18526069352089988,0.30629523362107347,4554.66753957828
Algeria,Mortalidad_Baja,-0.10348378011740841,0.17601947911550636,-0.40982680662988924,-0.8105053171059753,-0.6042494065915924,0.32777134724267487,0.144860919118912,0.28770852942638114,4424.98529027556
Algeria,Mortalidad_Media,-0.09980439051478346,0.18636459823592408,-0.4264516730723959,-0.8013615739063169,-0.6094808712860496,0.29316442114888297,0.1025799760759465,0.2916503753140959,4685.05902729002
Algeria,Mortalidad_Media,-0.3404105401531153,0.15597944105987488,-0.5122625511031423,-0.6981072574422856,-0.9718856431746573,0.10168170804795405,0.0004093323753840637,0.3415056409494746,6094.69392314956
Algeria,Mortalidad_Media,-0.38368762350571434,0.16018033850682709,-0.5259796322141365,-0.6626740908027247,-1.0113384640592216,0.11477871443388044,-0.08214842399888438,0.34610071715327445,5979.60138960585
Algeria,Mortalidad_Media,-0.42154109503820264,0.17771468939832108,-0.576008416770875,-0.6018255125882095,-1.0962741147144575,0.08154557807156317,-0.2278991362515783,0.36470682195677895,6033.64884689543
Algeria,Mortalidad_Media,0.007240869154035403,-1.0077760740911397,0.23411484731703366,0.6572390341784166,-0.9582402182294735,-0.3457051243517775,-0.3069571282340094,0.36486326493263865,5916.31364364343
Algeria,Mortalidad_Media,-0.4442531004107357,0.21003190156312834,-0.593805693497919,-0.5406386817417899,-1.0635962459094748,0.14911565819014666,-0.3961138079798787,0.364755871578103,4912.78585503672
Algeria,Mortalidad_Media,-0.4414233015153456,0.17787443518492332,-0.5142653177403739,-0.6554202813521777,-0.9593666679375885,0.06694956927689653,-0.24346761291265512,0.3555541609802817,4235.42990456612
Algeria,Mortalidad_Media,-0.5725137579598045,0.2387128518108471,-0.6826647832878079,-0.41433361347740805,-1.2558641130498245,0.06817256054894721,-0.679063157333487,0.4079712436390658,5180.91881514686
Algeria,Mortalidad_Media,-0.6785130710645224,0.22049246464987673,-0.6639049704313569,-0.4190993851781704,-1.277699742232363,0.005572355962084732,-0.5829889065707462,0.4133958231374748,4167.45169937531
Algeria,Mortalidad_Media,-0.7721130387132181,0.2249124494800907,-0.6833694712619905,-0.36643288907888977,-1.3387256464908817,-0.008154949627811115,-0.6302158459292639,0.4303565729697847,3660.66104745322
Algeria,Mortalidad_Media,-0.7969813030943009,0.2080760436427826,-0.6337991947889525,-0.4238056178385085,-1.2764954916428741,-0.05265474988233742,-0.5748522772206006,0.43669543291771423,3233.13339634212
Algeria,Mortalidad_Media,-0.39451369967234184,0.3997652756546635,-0.6319158126352156,-0.2955838092419932,-0.6173896590641089,0.615403392091801,-0.9119215564188614,0.3472973878042249,2816.99384960555
Algeria,Mortalidad_Media,-0.4173331542749617,0.3987484415488663,-0.5745050433764893,-0.34651755502601933,-0.48321815109249266,0.5965793673614682,-0.8275073248378555,0.31809299705017996,2283.77299346126
Algeria,Mortalidad_Media,-0.39703883498104064,0.38654673953075164,-0.5166715121833761,-0.4244790364673683,-0.3764992679965738,0.5593524440458434,-0.7827810853737303,0.3238283303235732,1937.46411413019
Algeria,Mortalidad_Media,-0.49014288357616315,0.3989846297122127,-0.5142758437810218,-0.38175921346602903,-0.3608907820104056,0.569926703961868,-0.8109897594730386,0.3068979881195368,1896.30020878013
Algeria,Mortalidad_Media,-0.8547052492816548,0.5036467802984227,-0.7978542849540571,0.10743223226527092,-0.8437284131853297,0.6830730767330498,-1.2766574200795686,0.3428522814904864,1772.92869122761
Algeria,Mortalidad_Media,-0.5231238105519184,-0.7393652931308135,0.6723521176931866,0.879671644502667,0.5702376268446759,0.6054728929175746,0.1817362797549664,-0.020896128787104215,1466.94806760415
Angola,Mortalidad_Alta,-1.7401062899400983,0.22609799522527524,-0.32289435316449544,-0.375784603733209,-0.7418013457191054,-0.16444987429813065,-0.35190487243760715,0.015636363511158168,2929.69445467272
Angola,Mortalidad_Alta,-1.7496821592208756,0.23905516038658808,-0.3302409847335023,-0.40817404754350084,-0.7061754697882449,-0.3266548642729295,-0.5304942297464242,-0.013877778248370432,1925.87466082167
Angola,Mortalidad_Alta,-1.6936917537617113,0.16411801985578586,-0.22963343457338986,-0.6377839394273074,-0.6582230861635373,-0.5972564791542454,-0.38926093642775034,0.060622273317117566,1449.92286669308
Angola,Mortalidad_Alta,-1.6185809284194705,0.23718038047103532,-0.31424279743304256,-0.5317812002190749,-0.6382229555353941,-0.531480142720543,-0.7057319092642913,0.11132655042889535,2189.85571407618
Angola,Mortalidad_Alta,-1.2364966336590664,-0.9470439917784109,0.5336936089398279,0.7162293187744834,-0.40341924303070986,-0.9366044619459029,-0.6258493861265303,0.09547740561062681,2538.59139143371
Angola,Mortalidad_Alta,-1.7778725449050794,0.1669283012860072,-0.14791439603807657,-0.726053181990769,-0.47002352521393254,-0.76403759971654,-0.2922787899518371,0.10945949209176646,2437.25971190821
Angola,Mortalidad_Alta,-1.7081177441560538,0.2324422736373521,-0.15015439791545523,-0.6819364232896592,-0.2703214475977234,-0.6382138247401575,-0.4348442521111622,0.10447807354390973,1807.95294072643
Angola,Mortalidad_Alta,-1.6144826297477033,0.2749264710137622,-0.11878343003671264,-0.7233092591047519,-0.04463632719089233,-0.6300221701786033,-0.5068213098567014,0.11039863791962388,3213.90261080059
Angola,Mortalidad_Alta,-1.7857162386576837,0.2550235510347053,-0.13624835371308847,-0.7125875325001573,-0.20054115162163694,-0.8521775338314861,-0.6066939337904108,0.17264752641829612,5005.9997412707
