country,categoria_expectativa_vida,government_integrity,energy_use_kg_of_oil_equivalent_per_capita,life_expectancy_at_birth_total_years,services_value_added_of_gdp,tiene_dato_gini,government_integrity infant_mortality_rate_per_1_000_live_births,ratio_auto_agriculture_value_added_of_gdp_div_government_integrity,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_agriculture_value_added_of_gdp,gdp_per_capita_current_us$
Bulgaria,Mortalidad_Media,0.43,0.12052533594270612,0.8605364492732126,0.5831794890124194,1.0,0.052220113851992406,0.014754427934490954,0.01765413873746821,7822.49923292968
Bulgaria,Mortalidad_Media,0.41000000000000003,0.12195893614973123,0.8577099098124543,0.5909571975414781,1.0,0.05290322580645161,0.015501164049819022,0.018925108618530372,7268.65445473873
Bulgaria,Mortalidad_Media,0.35200000000000004,0.11557001108856502,0.8555812813296602,0.5961213839544741,1.0,0.04875901328273245,0.02026332985204376,0.01795938400082048,8069.60005667684
Bulgaria,Mortalidad_Media,0.33,0.10876916051550128,0.861234360251178,0.5899886653406704,1.0,0.04884250474383301,0.021408919974342754,0.019633498630433555,7795.98092108928
Bulgaria,Mortalidad_Media,0.36,0.11525602303244378,0.8534177572979684,0.5784908744270296,1.0,0.056698292220113855,0.019254213922116535,0.02157352261039046,7431.95789508871
Bulgaria,Mortalidad_Media,0.38,0.11986351959576505,0.8512542332662751,0.5831503162676122,1.0,0.06273244781783682,0.019192905879575718,0.021478914607610058,7849.58061302818
Bulgaria,Mortalidad_Media,0.36,0.11064563026023592,0.8419371217104399,0.6049297653807757,1.0,0.06216318785578748,0.01752599960451272,0.026660550177351108,6853.94805511171
Bulgaria,Mortalidad_Media,0.41000000000000003,0.1080164937421542,0.8405064042056112,0.5660801653044709,1.0,0.07235294117647059,0.016164451005875626,0.025849491298877304,6988.27316296465
Bulgaria,Mortalidad_Media,0.4,0.12241348001568698,0.8340856232083311,0.5332729952015522,1.0,0.07286527514231499,0.022959442955290583,0.01841361242080119,7271.30338858025
Bulgaria,Mortalidad_Media,0.4,0.12322762711690821,0.829793470693845,0.5413336351222238,1.0,0.07514231499051233,0.018195771432454128,0.024955083335999117,5888.57081403932
Bulgaria,Mortalidad_Media,0.41000000000000003,0.12470237636735867,0.8290606641669818,0.5301243174723373,1.0,0.08091081593927893,0.023264420542858048,0.01934858920708244,4523.1465578805
Bulgaria,Mortalidad_Media,0.39,0.1201733226075933,0.8283278576401187,0.5368399136206806,0.0,0.08140417457305503,0.02922115864647304,0.016749768607082573,3899.82596332878
Bulgaria,Mortalidad_Media,0.4,0.11276860453416881,0.8283627531890163,0.5428314837986498,0.0,0.08956356736242885,0.03306129513503356,0.015234341973709311,3389.68743360274
Bulgaria,Mortalidad_Media,0.39,0.1150830668972235,0.8212440612137719,0.5405291677470702,1.0,0.09250474383301707,0.036490424130015145,0.014944868451251354,2719.49436859287
Bulgaria,Mortalidad_Media,0.35000000000000003,0.11139641976310322,0.8183826262041145,0.5565841022688465,0.0,0.08766603415559772,0.04340977177034694,0.014746462323736964,2092.98288625558
Bulgaria,Mortalidad_Media,0.33,0.11184666940514525,0.8169868042481836,0.536406640869401,1.0,0.08641366223908918,0.05027314263407079,0.013978282542778235,1770.90704918691
Bulgaria,Mortalidad_Media,0.29,0.10521400659654406,0.8154862956455584,0.5423950557676773,0.0,0.07869070208728654,0.05918866790717209,0.014004976505885629,1621.26210738992
Bulgaria,Mortalidad_Media,0.3,0.12694751036234544,0.8067589188661035,0.6708099529438035,1.0,0.08823529411764706,0.04807744831608179,0.019022989830482534,2259.25922555221
Burkina Faso,Mortalidad_Alta,0.414,0.014071159592760254,0.6586308033478789,0.4130300614705966,0.0,0.3621518026565465,0.0699044860777402,0.029789643747220207,836.118304593682
Burkina Faso,Mortalidad_Alta,0.34500000000000003,0.013618340466373337,0.6492739108662993,0.44368164148273026,1.0,0.3096489563567362,0.07841373809126594,0.03302025438357201,895.535288442991
Burkina Faso,Mortalidad_Alta,0.341,0.0117950006987336,0.6551112382860003,0.439056229417093,0.0,0.31511764705882356,0.08220102612739377,0.03279077251540781,825.237038782475
Burkina Faso,Mortalidad_Alta,0.36600000000000005,0.013579303435524584,0.6512483010229628,0.4431934562898864,0.0,0.3486375711574952,0.07789160101824433,0.03327894466628467,764.853077774946
Burkina Faso,Mortalidad_Alta,0.318,0.013467122055323416,0.6482151799127263,0.4230630785382232,1.0,0.31136242884250476,0.10331199727800804,0.02932631230138604,777.465618514048
Burkina Faso,Mortalidad_Alta,0.317,0.012789573849514303,0.6425781529437011,0.4277000061790637,0.0,0.3194060721062619,0.10160855871164672,0.030945416120961106,709.091535894695
Burkina Faso,Mortalidad_Alta,0.38,0.012153858960561292,0.6367837470491451,0.42597086939817125,0.0,0.3944212523719165,0.0894090404380462,0.03014407131258278,663.742364842886
Burkina Faso,Mortalidad_Alta,0.38,0.012506768547603672,0.6311324129050717,0.4288442934650931,0.0,0.4059582542694497,0.09324559108866684,0.029706006193428107,630.124750752312
Burkina Faso,Mortalidad_Alta,0.313,0.01184451476198575,0.6247371056584876,0.41103479686482053,1.0,0.34447817836812145,0.11844063356956783,0.029199672956517153,764.861675106225
Burkina Faso,Mortalidad_Alta,0.3,0.011532640026571044,0.6186136347378208,0.40035065505257833,0.0,0.3404174573055028,0.12329831261151154,0.030283020412047335,759.762065168498
Burkina Faso,Mortalidad_Alta,0.31,0.011107506900815375,0.612232634666285,0.3862103789958692,0.0,0.36235294117647054,0.1199009308496703,0.031126595993184493,731.470138867833
Burkina Faso,Mortalidad_Alta,0.36,0.010485904525740053,0.6057085628442662,0.38899014052272135,0.0,0.43377609108159393,0.10015199812613135,0.03328565049254768,725.024767725475
Burkina Faso,Mortalidad_Alta,0.35000000000000003,0.010126893046611445,0.5962944416624938,0.4067565399356541,0.0,0.43633776091081594,0.10792970374076599,0.03282893848905419,624.957252224766
Burkina Faso,Mortalidad_Alta,0.29,0.007505313412719082,0.5883968810358393,0.4497325326568097,1.0,0.37529411764705883,0.12519631727141342,0.0357207439862878,601.569520671859
Burkina Faso,Mortalidad_Alta,0.32,0.007382350333068731,0.5799270334072537,0.4403553799936204,0.0,0.43111954459203033,0.13355206972730105,0.031210832134753543,619.437533256264
Burkina Faso,Mortalidad_Alta,0.34,0.007316458812026982,0.568166535517562,0.475835112690955,0.0,0.4767741935483872,0.10050192124724813,0.04162570870875007,514.684451177238
Burkina Faso,Mortalidad_Alta,0.3,0.006976351344080057,0.559682380713928,0.46397191159525475,0.0,0.43889943074003795,0.13157979698203331,0.03727378507559566,455.513655620024
Burkina Faso,Mortalidad_Alta,0.3,0.00662374457357976,0.5523427999141568,0.434450461079243,0.0,0.4571157495256167,0.13962168213362047,0.036523792496694095,441.164148016012
Burkina Faso,Mortalidad_Alta,0.3,0.0064728220824914785,0.5427426854567565,0.45643610982767313,0.0,0.47362428842504745,0.12194410524269217,0.04394393147002554,403.81283743461
Burkina Faso,Mortalidad_Alta,0.3,0.0062969418619280276,0.5335717862508047,0.43861221739893275,1.0,0.4889943074003795,0.135397490479526,0.040630345208547296,362.373899996953
Burkina Faso,Mortalidad_Alta,0.3,0.006062785478046113,0.526246512626082,0.4578271875969526,0.0,0.5026565464895636,0.13754348942451602,0.041153194494891306,285.654087637533
Burkina Faso,Mortalidad_Alta,0.1,0.005990469062784676,0.5225409542885757,0.45547351520936075,0.0,0.17172675521821631,0.4212043423238698,0.04133333994740136,259.485223380436
Burkina Faso,Mortalidad_Alta,0.1,0.005251084471503454,0.5171042277702267,0.47086589433995585,0.0,0.17533206831119544,0.3898117590988354,0.04594051481193072,248.908526921752
Burkina Faso,Mortalidad_Alta,0.304,0.0075900867412900174,0.4991630302596752,0.3772480649201376,0.0,0.5803111954459202,0.170962358899705,0.036909188272509955,229.092294496817
Burundi,Mortalidad_Alta,0.122,0.01425949616227737,0.6898490593032405,0.4438473648312622,0.0,0.07500569259962049,0.35353793447886106,0.01230324690761719,250.634225368744
Burundi,Mortalidad_Alta,0.27,0.014879391658166732,0.6786751555905286,0.4373691622011736,0.0,0.17111954459203035,0.1660835410680662,0.01217110849379014,214.091455416133
Burundi,Mortalidad_Alta,0.223,0.014879391658166732,0.6853709135131267,0.44505728017524426,1.0,0.1459867172675522,0.20084023180079644,0.01270039790942462,210.008139902508
Burundi,Mortalidad_Alta,0.262,0.014879391658166732,0.6798054224193433,0.4718283503171774,0.0,0.1769867172675522,0.1722546315110018,0.013084998086448625,210.236494521532
Burundi,Mortalidad_Alta,0.262,0.015003024998683136,0.6744545389512839,0.48650838810232855,0.0,0.1839468690702087,0.173254980522123,0.013631096583577277,224.89939239264
Burundi,Mortalidad_Alta,0.24600000000000002,0.015349447228035277,0.6678589312540237,0.4890023643390805,0.0,0.17924857685009488,0.18156445816150157,0.01455823132100465,236.694472592753
Burundi,Mortalidad_Alta,0.2,0.015003024998683135,0.6599041419271765,0.47006717602978043,0.0,0.15180265654648956,0.2467756113056119,0.013534407430979554,235.286205393908
Burundi,Mortalidad_Alta,0.21,0.014117750841979833,0.6501466485442449,0.4894348640849683,0.0,0.16656546489563567,0.22861956227207816,0.014784953647489522,280.966831311923
Burundi,Mortalidad_Alta,0.159,0.01492667810671073,0.6452392875026824,0.37263005453940845,0.0,0.13275142314990512,0.34400335920437963,0.013409464818594714,250.540481111877
Burundi,Mortalidad_Alta,0.19,0.015003024998683136,0.6368695900994348,0.3372362362808375,1.0,0.16692599620493356,0.31595090930849445,0.012720464965480476,234.843045388828
Burundi,Mortalidad_Alta,0.18,0.015003024998683136,0.6271693254166963,0.3694574992113453,0.0,0.16736242884250474,0.3078841213382242,0.015065842378346144,231.688496393569
Burundi,Mortalidad_Alta,0.18,0.01526918702792976,0.6171972244080406,0.3597033873671457,0.0,0.1772675521821632,0.3190498514801432,0.015472060460866523,230.070577369084
Burundi,Mortalidad_Alta,0.19,0.01526918702792976,0.6069532870734673,0.3478103114095858,0.0,0.198292220113852,0.3164709027981005,0.015699908987267266,216.727705301976
Burundi,Mortalidad_Alta,0.25,0.015307754314073881,0.5974247084913082,0.35793944028788194,0.0,0.27656546489563566,0.22982096173691485,0.017777535723212216,199.097633037708
Burundi,Mortalidad_Alta,0.24,0.015233307848412255,0.5853923742756992,0.3634353026604012,0.0,0.2814421252371916,0.24776406411459037,0.018288420150111385,189.502074570768
Burundi,Mortalidad_Alta,0.23,0.015605610648544401,0.5746763001645325,0.3816499200214233,0.0,0.28629981024667933,0.23764761351304362,0.021630450427514842,166.162744906755
Burundi,Mortalidad_Alta,0.3,0.015996345511348684,0.5622290578725231,0.3335702462171039,1.0,0.3956356736242884,0.21194272599447292,0.019405394195024645,161.892755640319
Burundi,Mortalidad_Alta,0.24600000000000002,0.01631389564585139,0.5492238357536303,0.3143272640023238,0.0,0.34262618595825434,0.2598052019584965,0.02055607822988508,147.234619294225
Burundi,Mortalidad_Alta,0.27399999999999997,0.016559552608962566,0.5372630374132628,0.3139314198515634,0.0,0.4008614800759012,0.23927719015696147,0.021128080683488655,125.194965184533
Burundi,Mortalidad_Alta,0.318,0.016559552608962566,0.519808283854353,0.3121825604608478,0.0,0.48514611005692604,0.21078815175477275,0.021615539204893595,111.406682804391
Burundi,Mortalidad_Alta,0.268,0.016559552608962566,0.5044566850275412,0.33133171637447995,0.0,0.42361290322580647,0.25298858678229413,0.02222100072001456,120.952308575468
Burundi,Mortalidad_Alta,0.27399999999999997,0.016559552608962566,0.48421203233421556,0.32554684325839495,0.0,0.4476546489563567,0.25035827360000557,0.022772328165261375,132.159554541932
Burundi,Mortalidad_Alta,0.1,0.01654218576486823,0.47145003219114373,0.2928261325915724,0.0,0.1681214421252372,0.6901106900126571,0.023368888703799533,134.537861752389
Burundi,Mortalidad_Alta,0.21,0.012006861052036017,0.4281279061449316,0.25100154265343677,0.0,0.3837381404174573,0.31309449184889737,0.027124658858555892,164.915311679326
Cabo Verde,Mortalidad_Baja,0.609,0.051299122333317265,0.8762000143071749,0.7133089095063797,0.0,0.13289373814041747,0.012727813943915884,0.027519193079136237,4323.31362032709
Cabo Verde,Mortalidad_Media,0.48700000000000004,0.034232908899984954,0.8549824737105658,0.707997946051293,0.0,0.11089184060721065,0.01918507180731123,0.023379569729278984,3971.44409203423
Cabo Verde,Mortalidad_Media,0.461,0.0609733420040199,0.8463123256313041,0.6788502567963783,0.0,0.10934535104364326,0.0210132723312816,0.023504364956874375,3539.22661248299
Cabo Verde,Mortalidad_Baja,0.43700000000000006,0.03903198494649071,0.8696473281350596,0.7226622357271489,0.0,0.10945730550284631,0.015887448372292803,0.03619474770797397,4380.78117331128
Cabo Verde,Mortalidad_Media,0.428,0.05316847356418007,0.8609342585306532,0.6953341838772762,0.0,0.11370018975332066,0.016533753051124516,0.03779743506628226,4294.96510035729
Cabo Verde,Mortalidad_Media,0.418,0.05454011917888907,0.8590743257743756,0.720169222275049,0.0,0.1189753320683112,0.02012056148483969,0.03374881880825261,3893.09571382506
Cabo Verde,Mortalidad_Media,0.5700000000000001,0.07326129614470465,0.8539237427569926,0.7164946234587363,0.0,0.17521821631878556,0.01733036604974226,0.03076667629852966,3608.96605234906
Cabo Verde,Mortalidad_Media,0.58,0.05696121439350822,0.8502897202947277,0.6921806198689006,1.0,0.19370018975332068,0.01728720404518469,0.033163555024764854,3415.06266730931
Cabo Verde,Mortalidad_Media,0.549,0.03795733407685201,0.8458831103798554,0.6967118860561761,0.0,0.19793168880455406,0.01634470781057451,0.04068528830873823,3985.60706548134
Cabo Verde,Mortalidad_Media,0.55,0.038489903192643365,0.8414908076400314,0.7023149751752042,0.0,0.21394686907020874,0.016566815514281057,0.043436555086224134,3960.97596791345
Cabo Verde,Mortalidad_Media,0.51,0.04246520816153142,0.8391158165820158,0.7094594248813841,0.0,0.21096774193548387,0.017765842124972116,0.0466811611952971,3736.81517011087
Cabo Verde,Mortalidad_Media,0.51,0.04824157865007652,0.8333643322126045,0.6933103528413758,0.0,0.22161290322580646,0.016564348691058044,0.05301172170848811,4002.01386888785
Cabo Verde,Mortalidad_Media,0.51,0.07506695360382745,0.8275556191430002,0.6954476232246858,0.0,0.23032258064516128,0.017883051667955292,0.05090912388722254,3579.46006137809
Cabo Verde,Mortalidad_Media,0.49,0.0419581949639569,0.8223335002503755,0.6871391260621669,0.0,0.22593927893738142,0.0192427495346856,0.05023651473901686,3659.72046361628
Cabo Verde,Mortalidad_Media,0.4,0.05454011917888907,0.8186994777881107,0.6845415267328412,0.0,0.18519924098671728,0.02079304269700546,0.057642585881530095,3908.64885822576
Cabo Verde,Mortalidad_Media,0.3,0.009182142247334229,0.8129623005937476,0.694061664794821,1.0,0.13833017077798862,0.03178637461507066,0.049635967816102626,3324.57675212498
Cabo Verde,Mortalidad_Media,0.3,0.009194796927886264,0.8108734530366977,0.7541703610058714,0.0,0.13719165085388993,0.043385607354178644,0.0351636498419695,2256.99666191075
Cabo Verde,Mortalidad_Media,0.3,0.009019412907856758,0.8050790471421418,0.7450338448029602,0.0,0.13605313092979127,0.046945004537403086,0.031952140921043634,2004.14680417563
Cabo Verde,Mortalidad_Media,0.3,0.008164800321134104,0.7988268116460404,0.7465243093302991,0.0,0.13605313092979127,0.05144216204265182,0.028870158726402806,1929.49081468781
Cabo Verde,Mortalidad_Media,0.3,0.027294620255825984,0.791773374347235,0.739818018264019,0.0,0.13833017077798862,0.052903682973053784,0.028504938369258034,1717.97565369655
Cabo Verde,Mortalidad_Media,0.3,0.02438545442104439,0.7837756634952429,0.731433889875635,0.0,0.14402277039848196,0.05398730715481563,0.029149171579255104,1328.57874270666
Cabo Verde,Mortalidad_Media,0.3,0.02046350940713998,0.7731883539595106,0.7180376644849238,1.0,0.15370018975332067,0.059538055188016074,0.028100961378128217,1223.33055331575
Cabo Verde,Mortalidad_Media,0.3,0.027086893643945693,0.7647471206810215,0.6719815209373217,0.0,0.16736242884250474,0.06713179892238987,0.02702437399573349,1189.51479345891
Cabo Verde,Mortalidad_Alta,0.2262,0.03801746555998958,0.7014235639173045,0.5881080643756808,0.0,0.17941480075901325,0.09462859328428658,0.0372660672107379,1165.13832331934
Cambodia,Mortalidad_Media,0.12300000000000001,0.022829153801699278,0.7992417197224408,0.3413605165077935,0.0,0.04924667931688805,0.21044979521713952,0.013631647587261037,2325.03050040841
Cambodia,Mortalidad_Media,0.17,0.02281462054391902,0.7816868159381929,0.3425172831183148,0.0,0.07064516129032258,0.15558296678623182,0.013899046161790761,2167.40324198499
Cambodia,Mortalidad_Media,0.14800000000000002,0.023500805505033015,0.7925316546247942,0.37281035364608495,0.0,0.06346869070208729,0.18013987340947066,0.014307970956290888,2081.73914242939
Cambodia,Mortalidad_Media,0.167,0.022259427846746973,0.7935045425280778,0.37274296159399306,0.0,0.07446869070208728,0.14464374396401908,0.016908347927017564,2225.87705485686
Cambodia,Mortalidad_Media,0.177,0.020012408827832482,0.7915873810716072,0.38508643747361254,0.0,0.08195066413662239,0.14583692611471255,0.01633481530583485,2036.67377566578
Cambodia,Mortalidad_Media,0.128,0.01899160564114881,0.789426997639316,0.3987473043647026,0.0,0.06169259962049336,0.21841432579142686,0.015572025775847024,1826.35391688754
Cambodia,Mortalidad_Media,0.21,0.018703595780811166,0.7864654124043207,0.40268479178313,0.0,0.1055977229601518,0.14087590385873874,0.015306516482479283,1675.19555711109
Cambodia,Mortalidad_Media,0.2,0.017172016760447377,0.7830746119178766,0.40773236394824397,0.0,0.10512333965844402,0.15756458681670388,0.014958514352878113,1547.32010444393
Cambodia,Mortalidad_Media,0.187,0.01625331056730974,0.7790542957293083,0.40182998169033496,0.0,0.10325806451612903,0.18569542324215005,0.014106923869498392,1431.56396469993
Cambodia,Mortalidad_Media,0.21,0.015224403168730347,0.7738750983618283,0.38720619922924726,0.0,0.12273244781783682,0.18214609883422417,0.013425583262562607,1305.6600972686
Cambodia,Mortalidad_Media,0.21,0.015050235406234954,0.7683811431432861,0.3757373752841874,0.0,0.1307020872865275,0.1996415709716071,0.012950686373734572,1192.80263041673
Cambodia,Mortalidad_Media,0.2,0.014634314280513202,0.7611989412690463,0.37211472998229983,0.0,0.1332068311195446,0.21932828430989976,0.013320797615461141,1088.98152823081
Cambodia,Mortalidad_Media,0.18,0.014550415478089726,0.7532155375921024,0.37939113927413104,0.0,0.1287666034155598,0.2422937295815844,0.014655607793945176,952.274616324008
Cambodia,Mortalidad_Alta,0.2,0.014003093102019823,0.7451462908648687,0.38015315651450354,0.0,0.1540796963946869,0.21974658330573257,0.015888922778642522,875.748936193569
Cambodia,Mortalidad_Alta,0.21,0.013303586577200207,0.7365619858358967,0.37671942077507403,0.0,0.17453510436432637,0.20887091158682802,0.017442308226476532,866.283999789749
Cambodia,Mortalidad_Alta,0.23,0.013388243020382856,0.7280062951570212,0.37307799829713206,0.0,0.20555977229601516,0.17323570216715486,0.02125515575763122,731.692295125426
Cambodia,Mortalidad_Alta,0.1,0.012994354443360327,0.7185206381000069,0.37245827669158316,0.0,0.09582542694497154,0.411273849939084,0.02220637159835535,612.252648550727
Cambodia,Mortalidad_Alta,0.3,0.01283953692006457,0.7074611917876814,0.37521058975341975,0.0,0.31024667931688804,0.1431414143339835,0.023063283565608734,525.797325120926
Cambodia,Mortalidad_Alta,0.3,0.012509198258149792,0.6951999427712998,0.3762356604230092,0.0,0.3375711574952562,0.13887975541769748,0.026265673824284776,444.199067529081
Cambodia,Mortalidad_Alta,0.3,0.012338704047366707,0.6821661063023106,0.36809674234486717,0.0,0.3700189753320683,0.1537213739737103,0.0259786352393821,386.691123931778
Cambodia,Mortalidad_Alta,0.3,0.01217612131906215,0.6685742900064382,0.37116253456157855,0.0,0.40872865275142317,0.15443393177382694,0.028892614672736017,350.147276634294
Cambodia,Mortalidad_Alta,0.3,0.01236495442106578,0.6551541598111452,0.3604276522050545,0.0,0.45199240986717265,0.17192840558273587,0.02867769918903052,327.500984314444
Cambodia,Mortalidad_Alta,0.3,0.012223262257600863,0.6413334287145003,0.34511292493790335,0.0,0.4935483870967742,0.18529219041433412,0.029099379852137022,296.426687526334
Cambodia,Mortalidad_Alta,0.18,0.012652032715682309,0.5994277129980685,0.3163446932747754,0.0,0.32379506641366224,0.41483966048491766,0.023072125333647792,343.485224671585
Cameroon,Mortalidad_Alta,0.19899999999999998,0.01737432510443658,0.6835682094570426,0.48981071705674273,0.0,0.16048387096774192,0.13009335061006916,0.030801864368870203,1604.87726954895
Cameroon,Mortalidad_Alta,0.21,0.017419658018760543,0.6650118034194148,0.5073327716576407,1.0,0.17453510436432637,0.12635632844374498,0.030989040407886297,1672.32657340872
Cameroon,Mortalidad_Alta,0.20800000000000002,0.017503293530686345,0.6725659918449101,0.5166900241149468,0.0,0.1787931688804554,0.1316157150527416,0.031073574622565645,1555.60370660749
Cameroon,Mortalidad_Alta,0.255,0.01752814853817132,0.6728664425209241,0.5083086665477057,0.0,0.22645161290322582,0.10309532442690611,0.033679934912346464,1555.22660476477
Cameroon,Mortalidad_Alta,0.23399999999999999,0.01775892649897982,0.6656270119464911,0.5016903895772152,0.0,0.21357495256166983,0.11031824880365694,0.03540636553662596,1610.69641591017
Cameroon,Mortalidad_Alta,0.174,0.01777675368234615,0.6603047428285285,0.5007353067481165,0.0,0.16409487666034156,0.15010476252757435,0.03622880546400088,1496.08951771242
Cameroon,Mortalidad_Alta,0.27,0.018115846080270972,0.6528077831032262,0.5019185725268235,0.0,0.26436432637571156,0.0996300185411454,0.03654711942849785,1441.7201725688
Cameroon,Mortalidad_Alta,0.25,0.018250460502110703,0.6441376350239645,0.4915863481721675,0.0,0.2523719165085389,0.10770527203716444,0.03774275736760455,1415.00009710569
Cameroon,Mortalidad_Alta,0.219,0.017884252802417303,0.6361685385220688,0.5014779766232541,1.0,0.2302201138519924,0.12021078499959706,0.04041449207248534,1649.4433905949
Cameroon,Mortalidad_Alta,0.25,0.016969027654149323,0.630445668502754,0.5002190883002133,0.0,0.27229601518026564,0.1046651721476147,0.04226944681586432,1575.92882118897
Cameroon,Mortalidad_Alta,0.22,0.01665822962152619,0.6224336504757135,0.5052849424664906,0.0,0.24963946869070205,0.11846531320267055,0.04436419210959361,1449.09874362279
Cameroon,Mortalidad_Alta,0.22,0.01640275393612609,0.6125903140424922,0.5167865016884569,0.0,0.25882352941176473,0.11875086168350601,0.04599896600102089,1513.96056994878
Cameroon,Mortalidad_Alta,0.23,0.016076574288132556,0.6051935045425281,0.5038144322970671,0.0,0.27888045540796963,0.11748111806800386,0.0458258929662942,1398.58702025047
Cameroon,Mortalidad_Alta,0.24,0.01642034966294346,0.5983403676943986,0.5037070362716449,0.0,0.3019354838709677,0.10683267350471141,0.05041619911650093,1461.38999232337
Cameroon,Mortalidad_Alta,0.23,0.015600033035553615,0.5930467129265327,0.4920330769621073,0.0,0.29633776091081593,0.10885173043974689,0.05303969253568756,1492.14269801453
Cameroon,Mortalidad_Alta,0.22,0.015921538271173413,0.5872379998569282,0.48635526616093383,1.0,0.29096774193548386,0.11277783503669034,0.05505724387722498,1325.67248215933
Cameroon,Mortalidad_Alta,0.21,0.01741749852231532,0.5813863652621789,0.47299232319693174,0.0,0.28411764705882353,0.11641631414747311,0.05728503883659441,1191.45458990968
Cameroon,Mortalidad_Alta,0.18,0.019436477091031502,0.575706416768009,0.4756498442273672,0.0,0.2503605313092979,0.14545970068216574,0.05485635178698306,1142.62466252106
Cameroon,Mortalidad_Alta,0.22,0.019832934834727887,0.5710422777022677,0.4750536762124069,0.0,0.3126755218216319,0.12489246377703242,0.053327952301869784,1133.39326749673
Cameroon,Mortalidad_Alta,0.2,0.019743121044684238,0.5663924458115743,0.4498498196875039,0.0,0.29184060721062616,0.13669977928206256,0.05513014699304467,988.241276791846
Cameroon,Mortalidad_Alta,0.2,0.019481171044022753,0.5616567708705915,0.45042800861215526,0.0,0.29905123339658446,0.14294182894588445,0.05395916594661962,789.623811072554
Cameroon,Mortalidad_Alta,0.15,0.019024770685029054,0.5570212461549466,0.45595717518488854,1.0,0.23026565464895635,0.19423236935167384,0.054382476972127676,715.470296470585
Cameroon,Mortalidad_Alta,0.14,0.019311168367227807,0.5533013806423921,0.43992323289615365,0.0,0.21996204933586339,0.20248221667879626,0.057377047150619025,708.565731625965
Cameroon,Mortalidad_Alta,0.1,0.019231047359425643,0.5534301452178267,0.44998707604338417,0.0,0.16280834914611006,0.2995455641371444,0.056202213661546374,832.006674487689
Canada,Mortalidad_Baja,0.867,0.3537526681912013,0.9525769490472635,0.7836932447050741,0.0,0.07403225806451612,0.0011151134222853023,0.09339164899308174,56256.8007264015
Canada,Mortalidad_Baja,0.8790000000000001,0.3523379286841806,0.9564608236396408,0.6834670178211456,0.0,0.07505692599620493,0.002844431255583982,0.03408762719522606,52886.6616372703
Canada,Mortalidad_Baja,0.903,0.34694554999954813,0.9567225402563773,0.7196296479566247,1.0,0.07710626185958254,0.0031878008441096942,0.02917353864076068,43537.839298904
Canada,Mortalidad_Baja,0.846,0.3762254658437768,0.9657151232074597,0.6980947477673783,1.0,0.07223908918406072,0.0031386481073819804,0.03190446311408839,46352.8693445211
Canada,Mortalidad_Baja,0.783,0.378164921381035,0.9606378208427626,0.6889121379900519,1.0,0.0668595825426945,0.0033968025272897795,0.03184621900375101,46539.1761570405
Canada,Mortalidad_Baja,0.816,0.37853347664311016,0.9606971432758895,0.6917721738591126,1.0,0.0712258064516129,0.0036239421164491826,0.029013374670191078,45129.628116623
Canada,Mortalidad_Baja,0.81,0.3678699129201537,0.9625152013734888,0.7013751233756162,1.0,0.07070208728652752,0.0035971469700611628,0.029495249456155018,42314.0615817218
Canada,Mortalidad_Baja,0.81,0.35605747638078644,0.9608820896850503,0.6904532007499407,1.0,0.07223908918406072,0.0036118468400685375,0.030071851282693657,43594.1941045394
Canada,Mortalidad_Baja,0.877,0.36024681666118963,0.9602888653537804,0.6665194045101992,1.0,0.07821442125237192,0.0028305086342686686,0.03603097267241608,50960.8431174661
Canada,Mortalidad_Baja,0.87,0.3551287584784659,0.9597235574616281,0.6695461208306893,1.0,0.07924098671726755,0.0034066274757501803,0.030342971319737344,52638.1187235237
Canada,Mortalidad_Baja,0.89,0.3537010283150055,0.9585615356833164,0.6694982287190211,1.0,0.08106261859582542,0.003184360209961782,0.03188254306476976,52670.3447335415
Canada,Mortalidad_Baja,0.87,0.3573711495407569,0.9559722859550654,0.6653359269869362,1.0,0.08089184060721062,0.0031754096818237608,0.03354481771343454,52223.8588398531
Canada,Mortalidad_Baja,0.87,0.3547894617341596,0.9536761588375591,0.675999668444654,1.0,0.08254269449715369,0.0026854685019968294,0.04115639629198133,47560.6666009406
Canada,Mortalidad_Baja,0.87,0.3564511324110777,0.9500121262032419,0.6889485840550086,1.0,0.08254269449715369,0.002787362042188526,0.03953119208364171,40874.8831932903
Canada,Mortalidad_Baja,0.85,0.37507876399173956,0.9451267493574862,0.641804049451606,1.0,0.08225806451612903,0.0032549278389831494,0.03499218654399205,46710.2526864484
Canada,Mortalidad_Baja,0.84,0.3870875288632561,0.942537499629235,0.6459313695477374,1.0,0.08129032258064516,0.0029563269616098595,0.039361992364854825,44660.0838892281
Canada,Mortalidad_Baja,0.85,0.39043551051937103,0.942537499629235,0.6416756450408506,1.0,0.08387096774193549,0.003131128859929186,0.03728682668553959,40504.0370977806
Canada,Mortalidad_Baja,0.87,0.38777440763833987,0.9363714561389125,0.6338110468564356,1.0,0.08584440227703985,0.003381593344631347,0.03341655909119654,36383.6600068095
Canada,Mortalidad_Baja,0.9,0.3877743165648844,0.9346476160233377,0.6380401473079926,1.0,0.0905123339658444,0.003768687866317097,0.029159304691199185,32145.5412620217
Canada,Mortalidad_Baja,0.89,0.38465950982290076,0.9306834816684955,0.6439609274252218,1.0,0.08950664136622391,0.003609350980978767,0.030973167901133407,28301.8645937428
