country,categoria_expectativa_vida,energy_use_kg_of_oil_equivalent_per_capita,life_expectancy_at_birth_total_years,agriculture_value_added_of_gdp,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_government_integrity,ratio_auto_agriculture_value_added_of_gdp_div_government_integrity,gdp_per_capita_current_us$
Angola,Mortalidad_Alta,0.024202809494085462,0.6331068030617353,0.07648606885521661,0.0624307076542521,0.049982670518072876,5086.02740086376
Angola,Mortalidad_Alta,0.02211405491521477,0.6213319979969956,0.07365185781340298,0.057141457931247516,0.048138476612160884,4615.91059831778
Angola,Mortalidad_Alta,0.022162584750027452,0.6091565920309034,0.07788658226497541,0.05726434762730708,0.050893971143651,3597.34293216332
Angola,Mortalidad_Alta,0.02298137530869106,0.5946061950067958,0.08346647895256695,0.05124622169891803,0.04708956228538735,3136.64546955947
Angola,Mortalidad_Alta,0.021456400628563497,0.5811002217612131,0.06048570829201928,0.04791118812665328,0.034175290985998225,4103.0669003635
Angola,Mortalidad_Alta,0.02028345245840744,0.5656341655340154,0.06601543479268622,0.04988061833381552,0.04101105301618529,3141.0459797605
Angola,Mortalidad_Alta,0.01917519060142933,0.5479648043493812,0.06537002247101516,0.04721454157670462,0.04061208759680656,2617.05196022633
Angola,Mortalidad_Alta,0.017766613863155395,0.5360183131840617,0.06371369207048788,0.026337749970467252,0.023790995929306644,1916.46842218625
Angola,Mortalidad_Alta,0.019669331405516688,0.5216109879104369,0.07877987049311802,0.036836579479988016,0.03721572599243886,1266.21086410236
Angola,Mortalidad_Alta,0.02025301430697733,0.5086629944917376,0.07811553482706364,0.03583265839013114,0.03488546831521811,992.698979254665
Angola,Mortalidad_Alta,0.019477530726063317,0.47512697617855354,0.07357426751323902,0.036596841563074946,0.034872969375229323,882.147847234303
Angola,Mortalidad_Alta,0.019439256351145354,0.46308033478789606,0.10289511082240825,0.05525379695111044,0.07368180308982464,533.586202412447
Angola,Mortalidad_Alta,0.019421769066617266,0.45548322483725584,0.07136130356944075,0.09561544016949232,0.08863126643060813,563.733795571487
Angola,Mortalidad_Alta,0.02093106918163741,0.4503040274697761,0.08387167286407413,0.034292366457275195,0.0346993276742859,404.29481849612
Argentina,Mortalidad_Baja,0.08350159012093926,0.8747549896272979,0.08368289243277356,0.08956122750395219,0.023029842917277287,13935.6811110049
Argentina,Mortalidad_Media,0.08037615491497752,0.8481722583875813,0.09194681795025728,0.07201551946258657,0.021126181444331774,10738.0179223384
