country,categoria_expectativa_vida,government_integrity,energy_use_kg_of_oil_equivalent_per_capita,life_expectancy_at_birth_total_years,agriculture_value_added_of_gdp,services_value_added_of_gdp,tiene_dato_gini,government_integrity infant_mortality_rate_per_1_000_live_births,ratio_auto_energy_use_kg_of_oil_equivalent_per_capita_div_government_integrity,ratio_auto_agriculture_value_added_of_gdp_div_government_integrity,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_agriculture_value_added_of_gdp,bin_auto_energy_use_kg_of_oil_equivalent_per_capita,gdp_per_capita_current_us$
Albania,Mortalidad_Baja,0.1,0.029684336366705324,0.8711925030402747,0.2503486204696953,0.37228492655060835,0.0,0.02903225806451613,0.14499148243743726,0.30991538993693374,0.006953774706166923,0.3333333333333333,1908.69900687608
Albania,Mortalidad_Baja,0.1,0.030230104334666476,0.8675012518778167,0.24979552174581535,0.3924872178099646,1.0,0.030550284629981023,0.14761732268447847,0.3092315874840792,0.00751389361468879,0.3333333333333333,1479.83884572006
Albania,Mortalidad_Media,0.23,0.027311486800672177,0.8644109020673867,0.25850876448912097,0.4076496637100223,0.0,0.07419354838709677,0.058076108091861436,0.13913211821461763,0.007734062234368929,0.3333333333333333,1326.41652388077
Albania,Mortalidad_Media,0.1,0.026529336930734206,0.8607339580799769,0.280360036603231,0.40670196980860046,0.0,0.03396584440227704,0.12981190982654528,0.34701885642441643,0.0074136940145255945,0.3333333333333333,1160.42047054038
Albania,Mortalidad_Media,0.1,0.01890254736894775,0.8492309893411547,0.4152489687659377,0.38751091335059346,0.0,0.04212523719165085,0.09311732135176297,0.5137836285951887,0.005674196600598886,0.0,911.320465445326
Algeria,Mortalidad_Baja,0.30100000000000005,0.06917747692603904,0.8793762071678948,0.1339874073978358,0.4143326770474441,0.0,0.11423149905123339,0.11129696879552697,0.05516832379829394,0.02171850868835442,0.6666666666666666,4961.55257664733
Algeria,Mortalidad_Baja,0.327,0.06690805477367194,0.8661992989484226,0.14186244060424108,0.479358751042696,0.0,0.12533965844402278,0.09910858106011147,0.053759220409948495,0.020569131405685056,0.6666666666666666,4160.55926736925
Algeria,Mortalidad_Media,0.28300000000000003,0.06322113710924301,0.8382860004292152,0.1620953938747923,0.5285744569140584,0.0,0.10954838709677418,0.10824956965579889,0.0709564977615101,0.01780243332347068,0.6666666666666666,3743.5419522929
Algeria,Mortalidad_Baja,0.289,0.06746795924190445,0.8729808999213104,0.14494718467049833,0.5020737473907184,0.0,0.11351612903225805,0.1130722888982854,0.062147528056877885,0.020640582764033077,0.6666666666666666,4468.45341883656
Algeria,Mortalidad_Baja,0.29,0.06648373826281992,0.8711638886901782,0.14196869166818674,0.49005639589104477,0.0,0.11555977229601518,0.11104950216646432,0.06066345178608524,0.021495996156598064,0.6666666666666666,4577.21029180491
Algeria,Mortalidad_Baja,0.317,0.06360848213280006,0.8693897989841906,0.13928634667559994,0.5105351805801823,0.0,0.12812333965844402,0.0972270996484413,0.05445040868767891,0.02233349209597093,0.6666666666666666,4554.66753957828
Algeria,Mortalidad_Baja,0.36,0.06318408785016713,0.8676586308033478,0.13974741717426914,0.5238971828845688,0.0,0.14755218216318786,0.08504667442229144,0.048104950671213544,0.02260898685357486,0.6666666666666666,4424.98529027556
Algeria,Mortalidad_Media,0.36,0.06519334394581311,0.8654982473710566,0.13297004616308883,0.5206632205983449,0.0,0.14960151802656546,0.08773197590584934,0.04577746638371889,0.024304568756912497,0.6666666666666666,4685.05902729002
Algeria,Mortalidad_Media,0.287,0.06257362038799201,0.8631089491379926,0.11872344040026715,0.47269564790268803,0.0,0.12144402277039848,0.10565536604837047,0.051284192626369116,0.02817274254032122,0.6666666666666666,6094.69392314956
Algeria,Mortalidad_Media,0.29,0.05866019741526853,0.860490736104156,0.11509128529605854,0.460036212520481,0.0,0.1249146110056926,0.09806977348179116,0.049205226480668864,0.029745561981982138,0.6666666666666666,5979.60138960585
Algeria,Mortalidad_Media,0.29,0.057969394715405166,0.8576293010944986,0.10125740810908969,0.43857821266074015,0.0,0.1276660341555977,0.09692368991252438,0.04330764546183497,0.03507299919112166,0.6666666666666666,6033.64884689543
Algeria,Mortalidad_Media,0.28,0.05404466342008524,0.854395879533586,0.0893175231004575,0.43561141585210683,1.0,0.1264516129032258,0.0936413342232913,0.03958241131239568,0.04130877676107888,0.6666666666666666,5916.31364364343
Algeria,Mortalidad_Media,0.32,0.05297127198856992,0.8509764646970455,0.09498964404585387,0.42365133917555076,0.0,0.14815939278937382,0.08032229798346856,0.036826019207328455,0.039711833250821484,0.6666666666666666,4912.78585503672
Algeria,Mortalidad_Media,0.3,0.05286119842135566,0.8470706059088631,0.10105802845999216,0.45255727445659144,0.0,0.1428842504743833,0.08550058641693853,0.04178189214528342,0.03829743257750887,0.6666666666666666,4235.42990456612
